seq,probe_id,warmup,sent_wall_ns,rtt_ns,server_ack_rtt_ns,presented_rtt_ns,student_dispatch_ns,student_receive_wall_ns,server_receive_wall_ns,wall_delta_teacher_to_student_ns,lost,physical_led_onset_ns,physical_haptic_onset_ns
378,8f228587-5771-4825-abb4-746c23586ee0,0,1787003551191536000,142678292,72312458,,,1787003551263667000,1787003551341300378,72131000,0,,
379,939ae358-1bf4-4458-b57d-6ef46f0534a8,0,1787003551697421000,126599916,42995708,,,1787003551740009000,1787003551834830760,42588000,0,,
380,6d8ca33b-b105-4d7f-836e-7a4ed5769f47,0,1787003552206540000,28916000,12364333,,,1787003552218146000,1787003552303271166,11606000,0,,
381,c01b4613-3040-4818-902d-7880f5b229e3,0,1787003552713719000,34523500,16717666,,,1787003552730671000,1787003552815494728,16952000,0,,
382,bc69d103-6c3e-429e-96dd-0855a2f7a41a,0,1787003553224165000,64226083,52499917,,,1787003553276949000,1787003553355578771,52784000,0,,
383,33cae7f4-1531-4e04-8536-190bffb15336,0,1787003553734478000,32144959,15229125,,,1787003553749433000,1787003553834434679,14955000,0,,
384,1c33ea3a-617a-4dff-b299-42fdf6b0cee0,0,1787003554241107000,38209542,21059375,,,1787003554262430000,1787003554346589680,21323000,0,,
385,dd146334-b3a4-46c2-a3ca-3ce135e71d4a,0,1787003554749831000,34016291,16779416,,,1787003554765905000,1787003554849478040,16074000,0,,
386,1759d973-d0d1-4941-adde-d13b197870f1,0,1787003555258158000,37333625,20434083,,,1787003555277893000,1787003555361722917,19735000,0,,
387,830890ca-ea7c-48d3-9f74-488c92a67148,0,1787003555766496000,31002958,12945666,,,1787003555779759000,1787003555864700310,13263000,0,,
388,cfab7771-1393-4a66-a254-1ba7b89ed3b2,0,1787003556275020000,34436958,16049791,,,1787003556291278000,1787003556376852780,16258000,0,,
389,e75b33e9-585f-4540-80e3-03f4431335e3,0,1787003556783122000,33914833,16507042,,,1787003556799375000,1787003556885056015,16253000,0,,
390,f64c2126-a072-473b-b714-ee070084522e,0,1787003557291424000,28611875,10876250,,,1787003557302597000,1787003557387813772,11173000,0,,
391,c96a5c2e-8076-4745-88aa-1d83773eddfe,0,1787003557798750000,34368000,16399292,,,1787003557815611000,1787003557899810034,16861000,0,,
392,20cbd584-4a3c-43db-b8ff-d4adaefcb47e,0,1787003558309290000,36420709,18333125,,,1787003558327883000,1787003558412876134,18593000,0,,
393,fc6ccaaa-4c47-4f1c-9d67-ddb13e373867,0,1787003558814947000,145266083,70511167,,,1787003558885735000,1787003559025970033,70788000,0,,
394,67b55723-e107-4b1f-8c20-1a51bdf63bce,0,1787003559321481000,139203083,76500208,,,1787003559397629000,1787003559528336391,76148000,0,,
395,7acd1aee-c0e1-4f89-9c63-128b717984ea,0,1787003559828196000,136655834,62913542,,,1787003559891577000,1787003560031199275,63381000,0,,
396,2b2a2768-9971-4877-bcf0-6a18a3bdeca7,0,1787003560333102000,143072042,70289708,,,1787003560403153000,1787003560543451782,70051000,0,,
397,a6c65486-ada8-4c9e-86e1-fcf40d67b2b9,0,1787003560843762000,144447792,73211625,,,1787003560917433000,1787003561055244162,73671000,0,,
398,f6ee5571-6c2a-4fb2-9d18-7a95fc64473a,0,1787003561354200000,138268375,74043125,,,1787003561428038000,1787003561559197796,73838000,0,,
399,c48573dd-5437-4279-a7c6-b72515664b03,0,1787003561858260000,136607542,62871167,,,1787003561921552000,1787003562061919302,63292000,0,,
400,5bad7e18-64b3-4d06-a8d8-6bf9f02bbea7,0,1787003562366376000,85746375,67472166,,,1787003562433167000,1787003562518499099,66791000,0,,
401,9b862004-2689-498f-9f80-c5ada70c5bef,0,1787003562874844000,70614709,61157250,,,1787003562936266000,1787003563013019236,61422000,0,,
402,aff84a79-c39d-4052-b100-fbc660f353c6,0,1787003563383949000,36893500,19985084,,,1787003563404204000,1787003563488752888,20255000,0,,
403,a1faf3aa-fdc2-4181-ac33-25e468371abe,0,1787003563891640000,34883875,18107917,,,1787003563909249000,1787003563994290777,17609000,0,,
404,4ee21621-724f-4df0-9937-3d88a78e3401,0,1787003564399272000,31788250,13258625,,,1787003564412296000,1787003564497753707,13024000,0,,
405,1b5dcaa4-8866-486e-8a5f-dbcb1a41b064,0,1787003564908927000,32560417,16177167,,,1787003564925566000,1787003565009256362,16639000,0,,
406,c4e49a39-dd72-41bf-b22f-4fe446dda5af,0,1787003565418655000,36519916,19564083,,,1787003565438643000,1787003565522794575,19988000,0,,
407,1068adf3-6b38-4f25-ad5d-556fd6742db9,0,1787003565924757000,138902125,69505208,,,1787003565993733000,1787003566071122918,68976000,0,,
408,98444000-5ee0-435b-89ff-13e4094aaf1b,0,1787003566435369000,141366833,68575083,,,1787003566504369000,1787003566583053655,69000000,0,,
409,da152e6a-1994-48df-8022-ff1fffa74500,0,1787003566940813000,143133583,72741292,,,1787003567013887000,1787003567095071096,73074000,0,,
410,2d971c14-3bea-453b-8a3d-10f09da33e4d,0,1787003567450627000,132776625,63041083,,,1787003567513949000,1787003567592860904,63322000,0,,
411,b227a594-65a9-4cb5-ab1b-a959056385b6,0,1787003567957244000,146635666,76999000,,,1787003568034688000,1787003568113931866,77444000,0,,
412,8d2a86f5-5642-4352-b173-1994df217907,0,1787003568466216000,137398709,67634209,,,1787003568534210000,1787003568616957521,67994000,0,,
413,eee52d03-b917-4ff9-81f2-579c26862d9c,0,1787003568974630000,138904583,69023083,,,1787003569044159000,1787003569129049807,69529000,0,,
414,ff12da87-8eb8-4cf3-998c-415ff52d146e,0,1787003569482951000,131659583,60506292,,,1787003569543707000,1787003569622857638,60756000,0,,
415,f2378d20-0363-4c89-af87-bdfc13e317a3,0,1787003569991449000,142024584,72102625,,,1787003570063390000,1787003570143940286,71941000,0,,
416,15f1da16-b0b1-4ad7-a3f8-e2048c1c1675,0,1787003570500067000,155465667,84429125,,,1787003570584258000,1787003570661795783,84191000,0,,
417,5f1c1d46-6d19-485d-b033-d0563ed67fab,0,1787003571010500000,143164208,73079208,,,1787003571084158000,1787003571168898840,73658000,0,,
418,4d7618d5-9522-4679-a6fe-a333f2a75e5c,0,1787003571515968000,33286041,15830541,,,1787003571532248000,1787003571617164387,16280000,0,,
419,64c56127-53af-467b-9ddc-1ab344b0f6b6,0,1787003572024636000,39225208,19361875,,,1787003572043775000,1787003572128796084,19139000,0,,
420,df93c0b7-2fce-49e2-8959-67bc5370279c,0,1787003572527352000,27266334,9954625,,,1787003572537506000,1787003572622627774,10154000,0,,
421,2e20f40e-4818-43b8-b58a-1e74e95988be,0,1787003573032766000,34226125,16744959,,,1787003573049321000,1787003573134917756,16555000,0,,
422,01784a57-0968-45c8-bf88-a78925e053b4,0,1787003573543087000,35324750,18403042,,,1787003573561323000,1787003573646582075,18236000,0,,
423,6c760783-43ba-467a-a02f-9e3bcc731988,0,1787003574051959000,30344042,13009792,,,1787003574064790000,1787003574150085344,12831000,0,,
424,bd1669a6-8508-4f5f-982f-5d0e0a766cd3,0,1787003574555907000,28577750,11531000,,,1787003574567688000,1787003574652302694,11781000,0,,
425,8449fb49-1974-4bb9-a613-d3356300c482,0,1787003575058161000,29911834,11829125,,,1787003575069773000,1787003575155256713,11612000,0,,
426,62528cc1-2af7-46c0-a822-17b97d5c4196,0,1787003575566206000,33410084,15930000,,,1787003575582022000,1787003575667352230,15816000,0,,
427,7b6d8993-7317-4f10-b6f0-52d1356f1bf3,0,1787003576073446000,29944708,17642250,,,1787003576090760000,1787003576170278003,17314000,0,,
428,29fb2371-80c3-4027-8797-39e2ae5eb2c5,0,1787003576576234000,30262583,11562083,,,1787003576587613000,1787003576673052906,11379000,0,,
429,72cab91c-e7d8-4384-b08c-cda06b4cbfc6,0,1787003577084994000,41023958,21623417,,,1787003577106359000,1787003577191079956,21365000,0,,
430,fd110dcc-add7-4e38-a097-574688d218e2,0,1787003577594188000,31789292,14926084,,,1787003577608834000,1787003577693950928,14646000,0,,
431,daecb8f8-1181-49db-9195-ea40377b1cc1,0,1787003578099586000,38964708,23756792,,,1787003578123676000,1787003578206468121,24090000,0,,
432,770b154f-c67d-486d-b4b1-a2fc7bc154bd,0,1787003578607926000,33574167,16801000,,,1787003578623586000,1787003578709335850,15660000,0,,
433,8c7122f1-f7de-42e7-bc05-2cc668719ab2,0,1787003579116296000,36563625,19346416,,,1787003579135415000,1787003579220864116,19119000,0,,
434,263a45b0-2b64-4f61-ab65-bb3664040a9b,0,1787003579624464000,21632250,13592167,,,1787003579637933000,1787003579714317348,13469000,0,,
435,ab4dd3e8-d432-4db4-a09d-845afb4325ef,0,1787003580134452000,32759375,15521417,,,1787003580149856000,1787003580235556075,15404000,0,,
436,9c2670e8-3fd4-4b32-922f-95b8d1d5c1d7,0,1787003580644698000,32512125,16040084,,,1787003580660513000,1787003580744528189,15815000,0,,
437,81e41551-6072-4ab6-9cad-4d7ff6c4c4a2,0,1787003581147763000,31621500,15416583,,,1787003581163059000,1787003581247580819,15296000,0,,
438,6e1304ef-d34c-461a-85f3-a1d5ec4da8e6,0,1787003581656045000,35546250,18873792,,,1787003581673960000,1787003581759307687,17915000,0,,
439,3d870d77-5147-45e6-84a2-ec56b0a9e761,0,1787003582157815000,36975125,18920459,,,1787003582176905000,1787003582262192194,19090000,0,,
440,6f8f17eb-ebfb-48a4-b9f7-7f6188f2abe4,0,1787003582662443000,34200542,17088459,,,1787003582679415000,1787003582764980702,16972000,0,,
441,24ccf745-c3be-43f9-8d26-19361efdb00b,0,1787003583169042000,58727292,13421625,,,1787003583182350000,1787003583268086174,13308000,0,,
442,fd882e54-66e8-425f-8299-6ed45c50a90d,0,1787003583674417000,28486834,11277042,,,1787003583685585000,1787003583770941817,11168000,0,,
443,049955c7-5da2-4bdf-af43-509a4c507bda,0,1787003584184668000,29966750,12740458,,,1787003584197511000,1787003584282996435,12843000,0,,
444,badffb92-6b90-422d-8ccc-43cbc1e429ce,0,1787003584694083000,32194709,15412875,,,1787003584709381000,1787003584794486918,15298000,0,,
445,1581542a-6062-4d97-bb9d-b070047a87ef,0,1787003585200497000,29644584,11409584,,,1787003585211808000,1787003585297670705,11311000,0,,
446,1e078e74-65ef-4159-9a73-d087d9dd2907,0,1787003585709945000,35352042,17391458,,,1787003585727223000,1787003585812865612,17278000,0,,
447,b5867957-152e-4ad5-8e67-6463f3843126,0,1787003586220092000,37236542,19257125,,,1787003586239230000,1787003586325050285,19138000,0,,
448,de0424a4-348d-4e43-a8ad-009e18100353,0,1787003586730240000,30289459,11863167,,,1787003586742002000,1787003586828027544,11762000,0,,
449,b883a04a-4f1f-4ff7-be39-64873005ab2d,0,1787003587232668000,39890709,22154000,,,1787003587254699000,1787003587340146945,22031000,0,,
450,a3256d08-b306-4040-8e07-48184f79ccba,0,1787003587742854000,31768458,14878708,,,1787003587757965000,1787003587842888990,15111000,0,,
451,1d0ca00e-2865-4c77-9401-c761cf2e804b,0,1787003588251715000,36319375,18273500,,,1787003588269845000,1787003588355042310,18130000,0,,
452,a31516ba-ce9c-4fa9-9e4b-487067330bc7,0,1787003588761861000,36642334,21951500,,,1787003588783586000,1787003588866786942,21725000,0,,
453,426338b4-dbb1-41e6-8f8f-4a62273791d5,0,1787003589265985000,35689625,18688541,,,1787003589284770000,1787003589369579620,18785000,0,,
454,dff60d04-f77c-46d5-8344-6cb0982756a9,0,1787003589774291000,30370334,12907459,,,1787003589786309000,1787003589872105844,12018000,0,,
455,b2f798ea-3d5a-46f8-9436-e4d992fec758,0,1787003590283770000,32558500,16462834,,,1787003590297733000,1787003590384427519,13963000,0,,
456,8b58fba0-64f6-46a9-ad47-089d827ddedd,0,1787003590793860000,36773167,18783459,,,1787003590812533000,1787003590896135369,18673000,0,,
457,e43457fe-b877-435b-ba75-defd1dbc6ec6,0,1787003591302282000,29971833,11676291,,,1787003591313614000,1787003591399336974,11332000,0,,
458,91e8cd1c-ec56-4370-ab80-a82f9001350d,0,1787003591806107000,37403333,19365125,,,1787003591825355000,1787003591911043931,19248000,0,,
459,16c741ef-36fc-467b-862b-9b44cded17e6,0,1787003592316352000,34899709,16806500,,,1787003592333039000,1787003592418996522,16687000,0,,
460,f9015220-9709-4184-8915-55d1306ca799,0,1787003592826655000,27543750,9566708,,,1787003592836123000,1787003592922178249,9468000,0,,
461,60c055a7-e96f-4e38-af80-61eb9b402561,0,1787003593332631000,24513542,15125459,,,1787003593347634000,1787003593425095779,15003000,0,,
462,6e353e08-619b-429e-99f9-65d7e965c728,0,1787003593839353000,99681000,90384917,,,1787003593929564000,1787003594007945757,90211000,0,,
463,252d23cb-da38-4131-b168-546512f3b594,0,1787003594349622000,34979208,16881500,,,1787003594366272000,1787003594451810080,16650000,0,,
464,f04e64af-d57c-49d8-b657-94a5339b42ea,0,1787003594856780000,39134750,21398500,,,1787003594877861000,1787003594963801911,21081000,0,,
465,c9fdf67b-ec59-4f95-86f8-bd6d83c8748d,0,1787003595357260000,32233666,14713875,,,1787003595371709000,1787003595457659486,14449000,0,,
466,bfe3f402-9aa4-43ec-9aaa-6dba186d9dbd,0,1787003595868038000,29307916,12776916,,,1787003595880382000,1787003595964964493,12344000,0,,
467,c31ecdfa-1e26-4c96-ab85-09bbe699cf61,0,1787003596374342000,34525500,17568208,,,1787003596391711000,1787003596477056973,17369000,0,,
468,dba1e3a9-444b-4217-8720-0388b40a1363,0,1787003596882135000,29847209,13731750,,,1787003596895661000,1787003596979645478,13526000,0,,
469,8e2add98-e3d5-4fb9-9af1-36c71a80b173,0,1787003597391013000,28889584,11335417,,,1787003597402093000,1787003597487618571,11080000,0,,
470,67832ca7-e454-411b-bf29-96cea6abca7a,0,1787003597898502000,34822792,16989584,,,1787003597915157000,1787003598000108754,16655000,0,,
471,0706ac2c-3930-45dd-b283-5bfddcc8dafe,0,1787003598406420000,29292625,11686833,,,1787003598417539000,1787003598502594917,11119000,0,,
472,f21c0859-d996-4297-87c8-da1381d4703a,0,1787003598915148000,35968042,17675208,,,1787003598932610000,1787003599018313044,17462000,0,,
473,81b6ce67-bb4d-4f13-83b1-49e2e21acc59,0,1787003599425538000,18834584,9286125,,,1787003599435081000,1787003599511465547,9543000,0,,
474,b5cc704b-8e2e-4c92-b31b-77d56742dbc3,0,1787003599935096000,40874334,22746834,,,1787003599957177000,1787003600041825486,22081000,0,,
475,e01434c4-bfd6-474a-bbfb-c8923b28e321,0,1787003600445538000,31808333,13925500,,,1787003600459917000,1787003600544861918,14379000,0,,
476,1054561e-3ad6-4668-a5a4-38580d281d00,0,1787003600955713000,34280458,15680041,,,1787003600971674000,1787003601057254317,15961000,0,,
477,8b46e915-657c-4c3e-9cce-f076d40d6db5,0,1787003601466061000,36492875,17885583,,,1787003601483615000,1787003601569340253,17554000,0,,
478,fcd2f289-00a0-4f0c-b756-486648133758,0,1787003601974279000,39506792,21321000,,,1787003601995859000,1787003602081313026,21580000,0,,
479,5d4eca83-1883-4030-b6e8-48a08417d28d,0,1787003602482535000,33217666,11653291,,,1787003602493527000,1787003602579497314,10992000,0,,
480,cc35a632-92d8-4f6e-82ba-fc67f2c1044f,0,1787003602993025000,31630167,13519875,,,1787003603006180000,1787003603091658344,13155000,0,,
481,fb6c54c0-24b7-46c1-809c-25afea931ab2,0,1787003603496223000,31081958,14970125,,,1787003603511432000,1787003603594739233,15209000,0,,
482,7f0fa031-8d04-4385-bf47-22e53a494f49,0,1787003604001430000,39267292,20910417,,,1787003604022800000,1787003604106494073,21370000,0,,
483,7807f4df-d8c8-487a-9f19-78f4c248ee79,0,1787003604507891000,32716708,15291208,,,1787003604523404000,1787003604609022469,15513000,0,,
484,d628d6d0-2894-4ce8-908c-f3c6380e4fbb,0,1787003605015400000,30924042,11286500,,,1787003605026335000,1787003605112364308,10935000,0,,
485,ba284263-14dd-42d6-9dbc-09688410f80e,0,1787003605526091000,34195958,17493958,,,1787003605543842000,1787003605628521324,17751000,0,,
486,8e4b5f49-624f-4280-9402-28c11878b801,0,1787003606027128000,37514458,19168542,,,1787003606046638000,1787003606131533331,19510000,0,,
487,22e05895-3142-4a7b-85bc-5fded755b33c,0,1787003606537637000,38738500,20327541,,,1787003606558329000,1787003606643966408,20692000,0,,
488,b5301592-963d-47e1-be4d-4842d35bb6f7,0,1787003607040907000,28503292,11505917,,,1787003607052840000,1787003607137060760,11933000,0,,
489,0e518b94-aa10-40ef-a33c-96723e97f244,0,1787003607550598000,39886500,23219708,,,1787003607573638000,1787003607658483426,23040000,0,,
490,cdba1803-2e26-477e-927b-d6cf608cf9d0,0,1787003608057501000,37082875,18023833,,,1787003608075769000,1787003608161450486,18268000,0,,
491,86df0394-22ca-4bf3-a394-4fe74648d113,0,1787003608567832000,37455667,20358125,,,1787003608587968000,1787003608673141149,20136000,0,,
492,b751c0d8-0b62-4ec8-8c46-3454c09e42a2,0,1787003609076217000,31488125,17135792,,,1787003609093699000,1787003609174443844,17482000,0,,
493,feefc50e-f217-420e-9f24-b859b8175338,0,1787003609582504000,37565875,18350000,,,1787003609601109000,1787003609686350036,18605000,0,,
494,93cd720d-f2dd-465e-98e8-c0f5a3392e04,0,1787003610090866000,33321958,15936416,,,1787003610106498000,1787003610191934452,15632000,0,,
495,0bdf7bd4-415a-4ccc-a1df-e3317d7da9ac,0,1787003610598468000,37528958,20013541,,,1787003610618288000,1787003610704013588,19820000,0,,
496,472624b4-e32b-4ca7-a15a-a8d72a09c1d0,0,1787003611099136000,29808708,13069250,,,1787003611112495000,1787003611197410786,13359000,0,,
497,44da9a42-3096-4243-a3ea-dabab2e562ae,0,1787003611607727000,34452834,17628250,,,1787003611625716000,1787003611709532187,17989000,0,,
498,9181cde1-005b-4484-b442-57b744f19817,0,1787003612118070000,144826167,74676875,,,1787003612193192000,1787003612276203728,75122000,0,,
499,d1dd3ce2-3f6a-49db-b1d0-6d5b083496c8,0,1787003612624141000,138576125,68389500,,,1787003612692185000,1787003612778781231,68044000,0,,
500,33c95fc1-ae7b-47c7-b255-4b3cd3c925a2,0,1787003613132502000,140101250,70763833,,,1787003613202921000,1787003613281666796,70419000,0,,
501,879db699-2c17-4a12-813a-39049c1160b0,0,1787003613638306000,154606916,78484625,,,1787003613716237000,1787003613802679861,77931000,0,,
502,1b68c7d7-46c0-41be-8092-55c6476c3e64,0,1787003614148755000,133735375,63920000,,,1787003614212426000,1787003614294311724,63671000,0,,
503,3dc83b00-3d06-43e7-9595-a27cb5585be4,0,1787003614659127000,143642041,73638541,,,1787003614733197000,1787003614815233046,74070000,0,,
504,a9a43026-06c4-4859-b321-c781d9f1ede6,0,1787003615165803000,147269500,77431250,,,1787003615242924000,1787003615327331530,77121000,0,,
505,7c18c908-c302-467d-9e30-bb3e6c48d3e2,0,1787003615674099000,138763250,68552417,,,1787003615743121000,1787003615821301099,69022000,0,,
506,bb792f9c-b8ae-4b02-8664-f4c06733a3ed,0,1787003616184545000,138375125,68147667,,,1787003616252954000,1787003616333075343,68409000,0,,
507,36cf7e75-a10e-4e14-ace4-6a621216ab80,0,1787003616690699000,142801750,72053042,,,1787003616763191000,1787003616845449239,72492000,0,,
508,c38ba7f9-8535-477d-bad5-937c82bab711,0,1787003617199087000,143895125,74144166,,,1787003617272897000,1787003617357381073,73810000,0,,
509,a9cb74ad-11c2-4ca8-8a98-5ae7e1a23ed7,0,1787003617707730000,134998584,64840000,,,1787003617772895000,1787003617850982478,65165000,0,,
510,279de41f-9c5d-4753-9537-fb75d07e9e21,0,1787003618215279000,137511084,67661709,,,1787003618283199000,1787003618362993834,67920000,0,,
511,3fd34714-587e-4759-94a1-83ee6785d84f,0,1787003618724089000,27527375,10934792,,,1787003618734829000,1787003618820020871,10740000,0,,
512,feae2cd8-5949-4f99-9caf-d3367834028a,0,1787003619232435000,31957208,13325750,,,1787003619246015000,1787003619332035778,13580000,0,,
513,dd93ccba-44be-44e1-ad86-a2483c55d6cc,0,1787003619739649000,36089667,18628750,,,1787003619758732000,1787003619843680126,19083000,0,,
514,6f451437-a437-4c49-a88b-0cfc01a96a79,0,1787003620250128000,133617000,62599750,,,1787003620312456000,1787003620392865983,62328000,0,,
515,4fe368a2-4368-48af-a0a4-74768438da3b,0,1787003620760351000,142588291,73055291,,,1787003620833881000,1787003620913496915,73530000,0,,
516,8a221a26-f0bb-4c89-82dd-2c3a348c009b,0,1787003621266466000,146172334,76842292,,,1787003621342792000,1787003621425633260,76326000,0,,
517,9d17e4d6-6a00-4dd1-965a-992a9f306deb,0,1787003621776872000,145837042,75770709,,,1787003621852169000,1787003621937688239,75297000,0,,
518,660eb38d-3af7-4482-b7c5-63a5d65d5f00,0,1787003622287235000,145166917,75228167,,,1787003622362695000,1787003622440485573,75460000,0,,
519,1839b461-df06-4559-92d9-55976951c910,0,1787003622791315000,141646875,71782750,,,1787003622863550000,1787003622948975525,72235000,0,,
520,ebfd18ac-7b56-486e-b03c-1eddb654b3f8,0,1787003623298988000,134353625,63391583,,,1787003623362571000,1787003623442820362,63583000,0,,
521,ea3466c4-1fd2-4bc8-b0e0-8964e6d982c0,0,1787003623806283000,149748417,76937875,,,1787003623882766000,1787003623963944711,76483000,0,,
522,5cf9ee20-911f-48a9-9345-43367fdafb98,0,1787003624307282000,135173334,65348125,,,1787003624372476000,1787003624450702137,65194000,0,,
523,0741dbf6-4ab8-4237-96f1-44df25c80c56,0,1787003624817700000,93209000,64927416,,,1787003624883190000,1787003624961150914,65490000,0,,
524,40acd966-a165-4916-81da-cd4de6b5b7be,0,1787003625328286000,36213041,17476416,,,1787003625346094000,1787003625431856815,17808000,0,,
525,80a0e1ce-220f-433f-be82-04c9a90e3220,0,1787003625832352000,34824666,19765500,,,1787003625851697000,1787003625934792124,19345000,0,,
526,7de818bb-a881-4a73-8b32-b394c18c914d,0,1787003626340658000,28258708,10854042,,,1787003626351794000,1787003626437288108,11136000,0,,
527,1b55a067-2ecc-48ca-ae64-b792dae52da6,0,1787003626849424000,42317209,23931500,,,1787003626872951000,1787003626958834280,23527000,0,,
528,8ae5ff8e-87a1-437b-af01-435c282ee6f9,0,1787003627357270000,35371833,18745292,,,1787003627375718000,1787003627461241849,18448000,0,,
529,017a6e5d-3f9c-4c88-a414-3d485f9595d6,0,1787003627867530000,37703875,24029667,,,1787003627892104000,1787003627973470802,24574000,0,,
530,8b3d5bd8-d0d0-46c0-b517-1dcfc82e9525,0,1787003628374289000,33541083,15644291,,,1787003628390175000,1787003628476205117,15886000,0,,
531,772915ca-267a-4904-9eec-c072e8837e99,0,1787003628884849000,35238083,17960708,,,1787003628902568000,1787003628988418745,17719000,0,,
532,19e04581-aa74-483a-9e3a-68139bcb839f,0,1787003629395192000,27636000,9914416,,,1787003629404895000,1787003629491241962,9703000,0,,
533,c6f72e25-4024-4cb1-82d4-56e6a9121b05,0,1787003629905653000,39427292,20789292,,,1787003629926710000,1787003630012499218,21057000,0,,
534,ddb0db7f-fc3f-4995-9d20-ed7dc2141cda,0,1787003630416245000,34168167,16387708,,,1787003630432274000,1787003630516797047,16029000,0,,
535,65d48a68-e364-4674-ae16-35fcc6528bbe,0,1787003630923969000,36866000,19698416,,,1787003630943331000,1787003631029009361,19362000,0,,
536,cc008ef5-7b33-4e22-aa6d-e869de54523f,0,1787003631434501000,38485625,22000542,,,1787003631456156000,1787003631541244380,21655000,0,,
537,3dc387e1-484b-4196-971d-0d0fc106c3b4,0,1787003631940563000,37038750,18139625,,,1787003631958347000,1787003632044056050,17784000,0,,
538,bf16e83d-cc91-4a81-8c05-cfe450506489,0,1787003632450946000,41572708,27764291,,,1787003632478512000,1787003632560797002,27566000,0,,
539,d99f8af7-7c6e-4891-9500-7e5925b8992d,0,1787003632955886000,37669791,17118000,,,1787003632972895000,1787003633059537278,17009000,0,,
540,c672c385-f6e2-416e-8764-3702859c21c0,0,1787003633463844000,30213166,12286958,,,1787003633476005000,1787003633562339740,12161000,0,,
541,b4be1213-ef4c-44c5-b562-d7e97a76c641,0,1787003633972240000,36852417,16263167,,,1787003633988249000,1787003634074175632,16009000,0,,
542,cfd358fe-0d1c-4f74-8d4a-402e395a03f5,0,1787003634480723000,131112166,61349791,,,1787003634541964000,1787003634622815717,61241000,0,,
543,bbc6274e-6d52-4754-9dd3-e0c852a52f6d,0,1787003634982461000,139644083,69488375,,,1787003635051840000,1787003635134819725,69379000,0,,
544,88d92e1a-bdd6-48ae-bb3c-e1e92d5d9214,0,1787003635492731000,150070500,79571250,,,1787003635572042000,1787003635656018941,79311000,0,,
545,87ce3915-ed23-4c0e-9dbb-e30aebc8c1d0,0,1787003636002976000,139342708,70254875,,,1787003636072913000,1787003636155301395,69937000,0,,
546,a280344f-2187-4f57-811e-3b8d46cea6d0,0,1787003636510185000,142202292,73231792,,,1787003636583939000,1787003636667362583,73754000,0,,
547,247c8fa5-888e-4e89-b154-3836b4766821,0,1787003637020661000,142077709,72154417,,,1787003637092293000,1787003637179580834,71632000,0,,
548,7909cc1d-3667-4243-82b1-1e64e0699b4b,0,1787003637530544000,132019500,61719917,,,1787003637592532000,1787003637673018551,61988000,0,,
549,7367037b-514f-4924-a67c-ea031a17a509,0,1787003638040512000,142010875,71822625,,,1787003638112617000,1787003638194284643,72105000,0,,
550,8fb12396-db85-4340-a5ea-6d98988e3609,0,1787003638542707000,139745875,69484333,,,1787003638612462000,1787003638697070251,69755000,0,,
551,cb5e38cc-9bef-4079-9475-e9a653b914f2,0,1787003639048822000,139288834,67819209,,,1787003639116445000,1787003639254759457,67623000,0,,
552,abbeafbe-6346-43db-83b5-037bef5837a3,0,1787003639557134000,132471333,68436917,,,1787003639625845000,1787003639757593429,68711000,0,,
553,8dda644c-fb8b-4d61-abff-8c86e95d20e8,0,1787003640063823000,146658792,75424292,,,1787003640138848000,1787003640278754262,75025000,0,,
554,276b1235-b79a-42de-a03f-1038061f5c6a,0,1787003640572181000,141242208,69836167,,,1787003640641417000,1787003640781488213,69236000,0,,
555,2c3a80ed-1256-4b4d-819c-b20a65263575,0,1787003641082324000,150047625,80744250,,,1787003641162502000,1787003641245719362,80178000,0,,
556,ae0a3aed-4827-4b58-8b43-2c9b3ad49e25,0,1787003641583640000,138968375,68347250,,,1787003641652251000,1787003641730351857,68611000,0,,
557,fd156bb0-8984-4feb-886f-45d7ce0ab32a,0,1787003642090482000,142572459,72599375,,,1787003642162901000,1787003642242327334,72419000,0,,
558,85767fbe-a778-47fb-b6ae-db2839285cde,0,1787003642600162000,141784250,71999083,,,1787003642672453000,1787003642755433648,72291000,0,,
559,1862722d-2d62-4b36-8390-4e1f73496053,0,1787003643107158000,134871333,65614458,,,1787003643172499000,1787003643258298322,65341000,0,,
560,bf376731-7582-45e5-b593-95b2a2173da1,0,1787003643615432000,137388416,66627000,,,1787003643682303000,1787003643761061039,66871000,0,,
561,db5e6ee1-5da0-4d20-8487-dc6794a79370,0,1787003644125861000,137094750,66349792,,,1787003644192518000,1787003644273039867,66657000,0,,
562,59bb0b9f-0faf-4ed4-a8a9-0ebdb1705d13,0,1787003644636271000,145938417,75988250,,,1787003644712004000,1787003644794415841,75733000,0,,
563,98b2ae2c-5646-4b16-b560-c12e77c8c1db,0,1787003645146630000,125777208,65565333,,,1787003645212007000,1787003645289493828,65377000,0,,
564,2bf3bba2-071a-43e1-bb21-8827684b4676,0,1787003645656958000,135566375,64994792,,,1787003645722242000,1787003645801135952,65284000,0,,
565,63f2195f-1e30-438b-bf3f-4302d7eaeda2,0,1787003646165754000,136599542,66274542,,,1787003646232276000,1787003646313288278,66522000,0,,
566,6e53f8ef-e7db-4c2a-be47-38312c05115d,0,1787003646676274000,115900833,75984500,,,1787003646752051000,1787003646834934244,75777000,0,,
567,eeed45a4-fd2f-40bf-9cc0-749bd98d3ef1,0,1787003647186762000,35792583,18714000,,,1787003647205130000,1787003647291019315,18368000,0,,
