participant,condition,trial_index,event_index,distance,metric
P05,A,1,7,1,key-index
P05,A,4,5,1,key-index
P05,B,25,1,1,key-index
P05,B,25,6,1,key-index
P05,B,25,23,1,key-index
P05,B,25,27,1,key-index
P05,B,26,2,1,key-index
P05,B,26,9,1,key-index
P05,B,26,15,1,key-index
P05,B,26,16,1,key-index
P05,B,26,21,1,key-index
P05,B,26,23,1,key-index
