condition,n,rt_ms,fa_pct,rt_sd_ms,fa_sd_pct
A,9,557.6553324629978,15.925925925925927,69.21956668887547,8.78410461157883
B,9,1108.8104836451703,93.70370370370371,205.27810241113033,9.922539499717644
C,9,832.5903053636904,97.77777777777777,169.34110874877,3.7267799624996494
