digit,digit_name,n,mean_rt_ms,fitted_rt_ms,adjusted_rt_ms,selection_cost_ms,mean_conflict,log_rt_vs_thumb_raw,log_rt_vs_thumb_after_selection,selection_share,vs_thumb_raw_ms,vs_thumb_adjusted_ms
1,thumb,2518,709.7215480137857,719.714350020915,696.2144994802965,23.49985054061858,1.7824298547758513,0.0,0.0,0.0,0.0,0.0
2,index,3879,670.1010523705361,670.0876107040385,683.606365284355,-13.518754580316454,0.9408743870584975,-0.049922044959087905,-0.00441198481901151,-0.04551006014007639,-49.626739316876524,-12.608134195941489
3,middle,3680,719.2782737638639,716.2667037621949,713.870286783533,2.3964169786619323,1.3323861129156263,-0.00982670264594417,0.018352228143430578,-0.028178930789374747,-3.4476462587201695,17.65578730323648
4,ring,3279,764.6204440031665,760.917987571263,746.5371750377517,14.380812533511289,1.5812714823478695,0.05932664046044777,0.0723335826722829,-0.013006942211835133,41.203637550347935,50.32267555745523
5,little,2839,787.643005747995,800.284260940661,763.0624726275302,37.2217883131309,2.0467116632146887,0.08795733077900768,0.07665694181752208,0.011300388961485594,80.56991091974601,66.84797314723369
