condition,outcome,n_events,n_top_events,top_fraction,n_errors,n_errors_in_top,share_captured,expected_if_uninformative,lift
B,"wrong hand, homologous digit",5399,1080,0.2,53,47,0.8867924528301887,10.600000000000001,4.433962264150943
