hand advantage|B,hand advantage|B|odds,digit sharpness|B,digit sharpness|B|odds,cross_hand_events|B,hand_is_bound|B,hand advantage|C,hand advantage|C|odds,digit sharpness|C,digit sharpness|C|odds,cross_hand_events|C,hand_is_bound|C,hand_ratio,digit_ratio
5.164754724641372,174.99453146106956,3.5837133095448905,36.00699803928232,67,False,8.82003029676618,6768.4696849062775,3.7435057083268966,42.24583243418604,2,True,38.67817827445674,1.173267273992055
