condition,n_events,median_ms,mean_ms,sd_ms,min_ms,p95_ms,max_ms
A,267,382.06982612609863,467.9558125328035,309.9724729442616,257.08794593811035,917.3304796218872,3243.711233139038
B,267,897.9651927947998,958.9289806308818,291.6101313887421,491.90211296081543,1555.660820007324,2122.4992275238037
C,269,586.3237380981445,641.475948702447,238.36345815773322,314.9740695953369,1060.2171421051025,1777.4162292480469
