condition,n,rt_ms,fa_pct,rt_sd_ms,fa_sd_pct
A,9,497.89222218524446,19.259259259259256,72.12876842510093,10.511604404680277
B,9,911.1339541535116,94.07407407407408,110.58127957056792,4.937885787397551
C,9,636.4186940369783,97.77777777777777,135.40768344535462,2.8867513459481304
