condition,n_events,median_ms,mean_ms,sd_ms,min_ms,p95_ms,max_ms
A,267,425.48513412475586,497.5672178947077,302.33995269622153,279.97612953186035,902.9012680053708,4441.348075866699
B,266,829.8224210739136,911.4128306396026,348.1763630944613,453.51195335388184,1375.0523328781128,4047.0199584960938
C,270,586.3398313522339,636.4186940369783,225.37689325474352,339.94269371032715,1006.8230271339414,1743.8220977783203
