participant,condition,mean,sd_raw,sd_corrected,range,cv_raw,cv_corrected,mean_cell_sem,n_fingers
P15,B,0.8982396851216782,0.04418835653009081,0.010790745809935132,0.11475382414129043,0.04919439350322729,0.012013214277515902,0.04153189313468416,5
P15,C,0.6585342625304447,0.11773544643618705,0.11353326178052116,0.27977020898347116,0.17878408631888615,0.17240296859310703,0.029521453984942568,5
