participant,position,condition,level,fa_main_raw,fa_main_adjusted,rt_correct_key_s_raw,rt_correct_key_s_adjusted
P15,4,B,alpha,0.9333333333333333,0.9592592592592594,1.0360914707183837,0.9227908910995545
P15,6,C,gamma,0.9666666666666667,0.937037037037037,0.9262983957926433,0.9168507650513606
P15,7,B,beta,0.8666666666666667,0.9037037037037038,1.0917073447128822,0.9494976173034877
P15,8,B,alpha,0.8666666666666667,0.8925925925925927,0.8521201014518738,0.7388195218330446
P15,9,B,gamma,0.9333333333333333,0.9259259259259259,0.959722352027893,0.8031597688813167
P15,10,B,gamma,0.9666666666666667,0.9592592592592593,0.8651864528656006,0.7086238697190242
P15,11,B,gamma,1.0,0.9925925925925926,0.9661079168319702,0.8095453336853938
P15,12,C,gamma,1.0,0.9703703703703703,0.720421306292216,0.7109736755509334
P15,15,B,beta,0.9333333333333333,0.9703703703703704,0.8818436861038208,0.7396339586944263
P15,16,C,beta,1.0,0.9925925925925926,0.6796900590260824,0.8607997571447648
P15,18,C,beta,0.9333333333333333,0.9259259259259259,0.571529499689738,0.7526391978084204
P15,19,C,alpha,1.0,0.9814814814814814,0.5575981299082439,0.798008952705644
P15,20,C,alpha,0.9333333333333333,0.9148148148148147,0.5339818080266316,0.7743926308240318
P15,22,C,gamma,1.0,0.9703703703703703,0.7029521624247234,0.6935045316834407
P15,23,C,beta,0.9666666666666667,0.9592592592592593,0.5267803192138671,0.7078900173325495
P15,24,C,alpha,1.0,0.9814814814814814,0.5085165659586589,0.748927388756059
P15,25,B,beta,0.9666666666666667,1.0037037037037038,0.7744071236972151,0.6321973962878206
P15,26,B,alpha,1.0,1.0259259259259261,0.7730191389719645,0.6597185593531353
