participant,finger_id,x,y,estimator
P15,1,0.8287384957075119,0.08095919031922405,naive
P15,2,0.885869255065918,0.35320553507123675,naive
P15,3,0.9091760990983349,0.3324818056426908,naive
P15,4,0.9434923198488023,0.3203922550133439,naive
P15,5,0.9239222558878236,0.11148832690967125,naive
P15,1,0.7882589005478999,0.08095919031922405,oldham
P15,2,0.7092664875302996,0.35320553507123675,oldham
P15,3,0.7429351962769895,0.3324818056426908,oldham
P15,4,0.7832961923421304,0.3203922550133439,oldham
P15,5,0.868178092432988,0.11148832690967125,oldham
P15,1,0.8246466772896903,0.08414171575530749,split_half
P15,2,0.7622075974941254,0.46735475744519916,split_half
P15,3,0.8639262517293295,0.4033076536985255,split_half
P15,4,0.9245631149836949,0.3552618429227524,split_half
P15,5,0.9981518462300301,0.02351251613372285,split_half
