condition,n,rt_ms,fa_pct,rt_sd_ms,fa_sd_pct
A,9,443.28670548929676,13.001277139208172,57.362383173430636,3.4790031554488525
B,9,793.2141818987856,88.51851851851853,83.97275103327014,14.444444444444441
C,9,668.2258221381469,95.92592592592592,54.318414328466574,4.339027597725921
