participant,finger_id,x,y,estimator
P02,1,0.807530560144564,0.25184825521728305,naive
P02,2,0.7246833408580107,0.10792263703282912,naive
P02,3,0.8264138900627525,0.13184789479789094,naive
P02,4,0.814438465663365,0.0966212804454909,naive
P02,5,0.8791726231575012,0.15671748959499854,naive
P02,1,0.6816064325359226,0.25184825521728305,oldham
P02,2,0.6707220223415962,0.10792263703282912,oldham
P02,3,0.760489942663807,0.13184789479789094,oldham
P02,4,0.7661278254406195,0.0966212804454909,oldham
P02,5,0.800813878360002,0.15671748959499854,oldham
P02,1,0.810002326965332,0.24798611955983296,split_half
P02,2,0.7691519324843948,0.0548472212206933,split_half
P02,3,0.8548187132804624,0.1003996976639977,split_half
P02,4,0.7912926038106283,0.11398067683504343,split_half
P02,5,0.8810312867164611,0.1543941601462986,split_half
