condition,n_events,median_ms,mean_ms,sd_ms,min_ms,p95_ms,max_ms
A,269,468.3218002319336,508.73887671857074,174.11394896210055,270.8241939544678,827.7529716491694,1636.0878944396973
B,269,888.2851600646973,943.4218397814102,290.743445355048,520.5450057983398,1418.95112991333,3137.0561122894287
C,270,686.930775642395,728.4600346176712,176.22280963166583,416.2707328796387,1050.6584525108333,1548.3660697937012
