participant,condition,mean,sd_raw,sd_corrected,range,cv_raw,cv_corrected,mean_cell_sem,n_fingers
P12,B,0.9541549366528924,0.09167413239369107,0.08105691913156925,0.1938926295716633,0.09607887448057167,0.08495152728120985,0.04073562191367895,5
P12,C,0.7315611691475501,0.07117099980316428,0.0671710495506409,0.18462337079036295,0.0972864646248189,0.09181877385442944,0.023085656284711358,5
