participant,finger_id,x,y,estimator
P12,1,0.868475874265035,0.13006934097835,naive
P12,2,0.8760796412825584,0.19069818751170087,naive
P12,3,0.9230722653663764,0.2613732834692216,naive
P12,4,1.040778398513794,0.31478187441825867,naive
P12,5,1.0623685038366983,0.21604615114918058,naive
P12,1,0.80344120377586,0.13006934097835,oldham
P12,2,0.780730547526708,0.19069818751170087,oldham
P12,3,0.7923856236317657,0.2613732834692216,oldham
P12,4,0.8833874613046646,0.31478187441825867,oldham
P12,5,0.954345428262108,0.21604615114918058,oldham
P12,1,0.8455933729807535,0.18727559418905348,split_half
P12,2,0.8550006310145061,0.20929731421880593,split_half
P12,3,0.9286505381266276,0.25429316804274904,split_half
P12,4,1.0425750827789306,0.31264296457881025,split_half
P12,5,1.0907971958319347,0.18013622441835564,split_half
