condition,n,rt_ms,fa_pct,rt_sd_ms,fa_sd_pct
A,9,450.40856637869456,19.62962962962963,34.89268781821843,5.121969142940493
B,9,884.2287496284202,98.14814814814815,78.09531464013294,2.421610524189263
C,9,829.3946181525064,95.55555555555556,93.73950574732034,5.270462766947299
