participant,finger_id,x,y,estimator
P07,1,0.7920363103189776,-0.05605568937076033,naive
P07,2,0.8547528284900593,0.015239696043368722,naive
P07,3,0.8985564190408458,0.12163112513641539,naive
P07,4,0.9342460883291144,0.15991180608383826,naive
P07,5,0.8945146864110773,-0.01963281682468354,naive
P07,1,0.8200641550043577,-0.05605568937076033,oldham
P07,2,0.8471329804683749,0.015239696043368722,oldham
P07,3,0.8377408564726381,0.12163112513641539,oldham
P07,4,0.8542901852871952,0.15991180608383826,oldham
P07,5,0.9043310948234191,-0.01963281682468354,oldham
P07,1,0.8135854630243211,-0.10130891005198162,split_half
P07,2,0.953260048230489,-0.11324798187893093,split_half
P07,3,0.9529395989009313,0.06564843998632741,split_half
P07,4,0.9205630483298466,0.17408352608307998,split_half
P07,5,0.9030104375654652,-0.030606495399101097,split_half
