participant,finger_id,x,y,estimator
P01,1,0.864785022513811,0.14764931965135186,naive
P01,2,1.1136806910892703,0.5587144182429252,naive
P01,3,1.0390959605574608,0.3884551487863064,naive
P01,4,1.0829819903081777,0.24227137460052162,naive
P01,5,1.0506775677204132,0.23976841072241462,naive
P01,1,0.790960362688135,0.14764931965135186,oldham
P01,2,0.8343234819678076,0.5587144182429252,oldham
P01,3,0.8448683861643076,0.3884551487863064,oldham
P01,4,0.9618463030079168,0.24227137460052162,oldham
P01,5,0.930793362359206,0.23976841072241462,oldham
P01,1,0.892481940133231,0.12121135283281459,split_half
P01,2,1.1653575023015341,0.49130988187910296,split_half
P01,3,1.1710462123155594,0.2565048970282078,split_half
P01,4,1.1430094899802372,0.15523150007603537,split_half
P01,5,1.058250684995909,0.22502076129118598,split_half
