condition,n_events,median_ms,mean_ms,sd_ms,min_ms,p95_ms,max_ms
A,270,419.3938970565796,477.36026181115045,240.5248399782055,265.1951313018799,807.0247054100034,2214.246988296509
B,270,933.102011680603,1041.412971637867,410.7425956993798,607.4361801147461,1775.550436973569,3538.203001022339
C,269,679.5787811279297,706.4707013310996,228.9596399135278,339.6310806274414,1142.1414375305176,2103.348970413208
