participant,trial_index,phase,phase_number,is_performance,quiz_name,event_index,melody,target_note,target_note_name,target_finger,target_onset_s,target_offset_s,target_duration_s,target_duration_beats,target_hand,actual_note,actual_finger,actual_onset_time,actual_offset_time,actual_duration_s,due_time,cue_onset_time,key_correct,finger_correct,finger_reviewed,played,signed_onset_error_ms,absolute_onset_error_ms,rt_ms,duration_error_ms,absolute_duration_error_ms,complete_success,recue_count,first_cue_onset_time,validity
P01,6,probe,1,True,rhythm-P01-T06,14,melody_seed415411,60,C4,L1,21.0,23.75,2.75,3.0,L,59,L2,1787936731.618528,1787936732.506048,0.8875200748443604,1787936732.053901,,False,False,False,True,-435.37306785583496,435.37306785583496,,-1862.4799251556396,1862.4799251556396,False,0,1787936732.053901,valid
P01,7,training,6,False,rhythm-P01-T07,0,melody_seed415411,67,G4,R5,0.0,0.75,0.75,1.0,R,67,R4,1787936746.814969,1787936746.891111,0.0761418342590332,,1787936746.474317,True,False,False,True,,,340.6519889831543,-673.8581657409668,673.8581657409668,False,0,1787936746.474317,valid
P01,7,training,6,False,rhythm-P01-T07,1,melody_seed415411,65,F4,R4,1.0,1.75,0.75,1.0,R,65,R4,1787936748.523382,1787936749.5772128,1.053830862045288,,1787936748.0413718,True,True,False,True,,,482.0101261138916,303.8308620452881,303.8308620452881,False,0,1787936748.0413718,valid
P01,7,training,6,False,rhythm-P01-T07,2,melody_seed415411,65,F4,R4,2.0,2.75,0.75,1.0,R,65,R4,1787936749.854966,1787936751.3032598,1.448293924331665,,1787936749.741463,True,True,False,True,,,113.50297927856445,698.293924331665,698.293924331665,False,0,1787936749.741463,valid
P01,7,training,6,False,rhythm-P01-T07,3,melody_seed415411,62,D4,R2,3.0,5.75,2.75,3.0,R,62,R2,1787936751.3323781,1787936754.690646,3.3582677841186523,,1787936751.043711,True,True,False,True,,,288.6672019958496,608.2677841186523,608.2677841186523,False,0,1787936751.043711,valid
P01,7,training,6,False,rhythm-P01-T07,4,melody_seed415411,64,E4,R3,7.0,7.75,0.75,1.0,R,64,R3,1787936754.970686,1787936756.0773718,1.1066858768463135,,1787936754.543639,True,True,False,True,,,427.0470142364502,356.6858768463135,356.6858768463135,False,0,1787936754.543639,valid
P01,7,training,6,False,rhythm-P01-T07,5,melody_seed415411,62,D4,R2,8.0,8.75,0.75,1.0,R,62,R2,1787936756.338112,1787936757.3644748,1.026362657546997,,1787936756.1442811,True,True,False,True,,,193.8309669494629,276.36265754699707,276.36265754699707,False,0,1787936756.1442811,valid
P01,7,training,6,False,rhythm-P01-T07,6,melody_seed415411,62,D4,R2,9.0,9.75,0.75,1.0,R,62,R2,1787936758.1244318,1787936760.1388679,2.0144360065460205,,1787936757.5454772,True,True,False,True,,,578.9546966552734,1264.4360065460205,1264.4360065460205,False,0,1787936757.5454772,valid
P01,7,training,6,False,rhythm-P01-T07,7,melody_seed415411,59,B3,L2,10.0,11.75,1.75,2.0,L,59,L2,1787936760.164176,1787936762.5204532,2.3562772274017334,,1787936759.312394,True,True,False,True,,,851.7820835113525,606.2772274017334,606.2772274017334,False,0,1787936759.312394,valid
P01,7,training,6,False,rhythm-P01-T07,8,melody_seed415411,59,B3,L2,13.0,13.75,0.75,1.0,L,59,L2,1787936762.800763,1787936764.4530659,1.6523029804229736,,1787936762.348107,True,True,False,True,,,452.6557922363281,902.3029804229736,902.3029804229736,False,0,1787936762.348107,valid
P01,7,training,6,False,rhythm-P01-T07,9,melody_seed415411,60,C4,L1,14.0,14.75,0.75,1.0,L,60,L1,1787936764.759939,1787936766.126406,1.366466999053955,,1787936764.015469,True,True,False,True,,,744.4698810577393,616.4669990539551,616.4669990539551,False,0,1787936764.015469,valid
P01,7,training,6,False,rhythm-P01-T07,10,melody_seed415411,59,B3,L2,15.0,15.75,0.75,1.0,L,59,L2,1787936766.523872,1787936768.132433,1.6085610389709473,,1787936765.9497101,True,True,False,True,,,574.1617679595947,858.5610389709473,858.5610389709473,False,0,1787936765.9497101,valid
P01,7,training,6,False,rhythm-P01-T07,11,melody_seed415411,55,G3,L4,16.0,17.75,1.75,2.0,L,55,L4,1787936768.325388,1787936770.824725,2.4993369579315186,,1787936767.7173812,True,True,False,True,,,608.0067157745361,749.3369579315186,749.3369579315186,False,0,1787936767.7173812,valid
P01,7,training,6,False,rhythm-P01-T07,12,melody_seed415411,55,G3,L4,19.0,19.75,0.75,1.0,L,55,L4,1787936770.990436,1787936772.631258,1.640821933746338,,1787936770.519288,True,True,False,True,,,471.1480140686035,890.8219337463379,890.8219337463379,False,0,1787936770.519288,valid
P01,7,training,6,False,rhythm-P01-T07,13,melody_seed415411,59,B3,L2,20.0,20.75,0.75,1.0,L,55,L4,1787936772.794683,1787936772.899672,0.10498905181884766,,1787936772.186549,False,False,False,True,,,608.1340312957764,-645.0109481811523,645.0109481811523,False,0,1787936772.186549,valid
P01,7,training,6,False,rhythm-P01-T07,14,melody_seed415411,60,C4,L1,21.0,23.75,2.75,3.0,L,60,L1,1787936774.8084328,,,,1787936773.988599,True,True,False,True,,,819.8337554931641,,,False,0,1787936773.988599,valid
P01,8,training,7,False,rhythm-P01-T08,0,melody_seed415411,67,G4,R5,0.0,0.75,0.75,1.0,R,67,R5,1787936795.527643,1787936796.8289762,1.3013331890106201,,1787936795.0018141,True,True,False,True,,,525.8288383483887,551.3331890106201,551.3331890106201,False,0,1787936795.0018141,valid
P01,8,training,7,False,rhythm-P01-T08,1,melody_seed415411,65,F4,R4,1.0,1.75,0.75,1.0,R,65,R4,1787936797.0610828,1787936798.213435,1.1523520946502686,,1787936796.738396,True,True,False,True,,,322.68691062927246,402.35209465026855,402.35209465026855,False,0,1787936796.738396,valid
P01,8,training,7,False,rhythm-P01-T08,2,melody_seed415411,65,F4,R4,2.0,2.75,0.75,1.0,R,65,R4,1787936798.4935098,1787936799.938934,1.4454243183135986,,1787936798.2385778,True,True,False,True,,,254.93192672729492,695.4243183135986,695.4243183135986,False,0,1787936798.2385778,valid
P01,8,training,7,False,rhythm-P01-T08,3,melody_seed415411,62,D4,R2,3.0,5.75,2.75,3.0,R,62,R2,1787936800.045899,1787936803.53392,3.4880211353302,,1787936799.67452,True,True,False,True,,,371.37889862060547,738.0211353302002,738.0211353302002,False,0,1787936799.67452,valid
P01,8,training,7,False,rhythm-P01-T08,4,melody_seed415411,64,E4,R3,7.0,7.75,0.75,1.0,R,64,R3,1787936803.6318579,1787936805.072266,1.4404082298278809,,1787936803.275892,True,True,False,True,,,355.96585273742676,690.4082298278809,690.4082298278809,False,0,1787936803.275892,valid
P01,8,training,7,False,rhythm-P01-T08,5,melody_seed415411,62,D4,R2,8.0,8.75,0.75,1.0,R,62,R2,1787936805.028644,1787936806.1270049,1.0983607769012451,,1787936804.8100202,True,True,False,True,,,218.62387657165527,348.3607769012451,348.3607769012451,False,0,1787936804.8100202,valid
P01,8,training,7,False,rhythm-P01-T08,6,melody_seed415411,62,D4,R2,9.0,9.75,0.75,1.0,R,62,R2,1787936806.348196,1787936807.893552,1.545356035232544,,1787936806.244844,True,True,False,True,,,103.35206985473633,795.356035232544,795.356035232544,False,0,1787936806.244844,valid
P01,8,training,7,False,rhythm-P01-T08,7,melody_seed415411,59,B3,L2,10.0,11.75,1.75,2.0,L,59,L2,1787936808.321635,1787936810.773149,2.4515140056610107,,1787936807.578589,True,True,False,True,,,743.0460453033447,701.5140056610107,701.5140056610107,False,0,1787936807.578589,valid
P01,8,training,7,False,rhythm-P01-T08,8,melody_seed415411,59,B3,L2,13.0,13.75,0.75,1.0,L,59,L2,1787936810.955792,1787936812.1902668,1.2344748973846436,,1787936810.515476,True,True,False,True,,,440.31596183776855,484.47489738464355,484.47489738464355,False,0,1787936810.515476,valid
P01,8,training,7,False,rhythm-P01-T08,9,melody_seed415411,60,C4,L1,14.0,14.75,0.75,1.0,L,60,L1,1787936812.901091,1787936814.132128,1.231036901473999,,1787936812.1824262,True,True,False,True,,,718.6648845672607,481.036901473999,481.036901473999,False,0,1787936812.1824262,valid
P01,8,training,7,False,rhythm-P01-T08,10,melody_seed415411,59,B3,L2,15.0,15.75,0.75,1.0,L,59,L2,1787936814.418761,1787936815.931489,1.512727975845337,,1787936814.08496,True,True,False,True,,,333.8010311126709,762.7279758453369,762.7279758453369,False,0,1787936814.08496,valid
P01,8,training,7,False,rhythm-P01-T08,11,melody_seed415411,55,G3,L4,16.0,17.75,1.75,2.0,L,55,L4,1787936816.184055,1787936818.665357,2.48130202293396,,1787936815.6512902,True,True,False,True,,,532.7649116516113,731.30202293396,731.30202293396,False,0,1787936815.6512902,valid
P01,8,training,7,False,rhythm-P01-T08,12,melody_seed415411,55,G3,L4,19.0,19.75,0.75,1.0,L,55,L4,1787936818.972224,1787936820.119223,1.1469991207122803,,1787936818.386047,True,True,False,True,,,586.1771106719971,396.9991207122803,396.9991207122803,False,0,1787936818.386047,valid
P01,8,training,7,False,rhythm-P01-T08,13,melody_seed415411,59,B3,L2,20.0,20.75,0.75,1.0,L,59,L2,1787936820.626389,1787936821.971267,1.3448779582977295,,1787936820.187971,True,True,False,True,,,438.417911529541,594.8779582977295,594.8779582977295,False,0,1787936820.187971,valid
P01,8,training,7,False,rhythm-P01-T08,14,melody_seed415411,60,C4,L1,21.0,23.75,2.75,3.0,L,60,L1,1787936822.4973812,1787936825.601908,3.1045267581939697,,1787936821.8226619,True,True,False,True,,,674.7193336486816,354.5267581939697,354.5267581939697,False,0,1787936821.8226619,valid
P01,9,training,8,False,rhythm-P01-T09,0,melody_seed415411,67,G4,R5,0.0,0.75,0.75,1.0,R,69,R5,1787936840.172562,1787936840.264469,0.09190702438354492,,1787936839.4352498,False,True,False,True,,,737.3120784759521,-658.0929756164551,658.0929756164551,False,0,1787936839.4352498,valid
P01,9,training,8,False,rhythm-P01-T09,1,melody_seed415411,65,F4,R4,1.0,1.75,0.75,1.0,R,65,R4,1787936841.706602,1787936842.858677,1.1520748138427734,,1787936841.37078,True,True,False,True,,,335.82210540771484,402.07481384277344,402.07481384277344,False,0,1787936841.37078,valid
P01,9,training,8,False,rhythm-P01-T09,2,melody_seed415411,65,F4,R4,2.0,2.75,0.75,1.0,R,65,R4,1787936843.141126,1787936844.683831,1.5427050590515137,,1787936842.9396858,True,True,False,True,,,201.44009590148926,792.7050590515137,792.7050590515137,False,0,1787936842.9396858,valid
P01,9,training,8,False,rhythm-P01-T09,3,melody_seed415411,62,D4,R2,3.0,5.75,2.75,3.0,R,62,R2,1787936844.6223629,1787936848.02595,3.4035871028900146,,1787936844.3403578,True,True,False,True,,,282.00507164001465,653.5871028900146,653.5871028900146,False,0,1787936844.3403578,valid
P01,9,training,8,False,rhythm-P01-T09,4,melody_seed415411,64,E4,R3,7.0,7.75,0.75,1.0,R,64,R3,1787936848.288147,1787936849.6085298,1.320382833480835,,1787936847.8413692,True,True,False,True,,,446.7778205871582,570.382833480835,570.382833480835,False,0,1787936847.8413692,valid
P01,9,training,8,False,rhythm-P01-T09,5,melody_seed415411,62,D4,R2,8.0,8.75,0.75,1.0,R,62,R2,1787936849.6874502,1787936851.0158138,1.3283636569976807,,1787936849.476678,True,True,False,True,,,210.77227592468262,578.3636569976807,578.3636569976807,False,0,1787936849.476678,valid
P01,9,training,8,False,rhythm-P01-T09,6,melody_seed415411,62,D4,R2,9.0,9.75,0.75,1.0,R,62,R2,1787936851.1317701,1787936851.470722,0.33895182609558105,,1787936850.878659,True,True,False,True,,,253.1111240386963,-411.04817390441895,411.04817390441895,False,0,1787936850.878659,valid
P01,9,training,8,False,rhythm-P01-T09,7,melody_seed415411,59,B3,L2,10.0,11.75,1.75,2.0,L,59,L2,1787936852.881975,1787936855.3787048,2.496729850769043,,1787936852.346694,True,True,False,True,,,535.2809429168701,746.729850769043,746.729850769043,False,0,1787936852.346694,valid
P01,9,training,8,False,rhythm-P01-T09,8,melody_seed415411,59,B3,L2,13.0,13.75,0.75,1.0,L,59,L2,1787936855.472846,1787936855.8850071,0.41216111183166504,,1787936855.0806642,True,True,False,True,,,392.1818733215332,-337.83888816833496,337.83888816833496,False,0,1787936855.0806642,valid
P01,9,training,8,False,rhythm-P01-T09,9,melody_seed415411,60,C4,L1,14.0,14.75,0.75,1.0,L,60,L1,1787936857.2220008,1787936858.41782,1.1958191394805908,,1787936856.6487832,True,True,False,True,,,573.2176303863525,445.8191394805908,445.8191394805908,False,0,1787936856.6487832,valid
P01,9,training,8,False,rhythm-P01-T09,10,melody_seed415411,59,B3,L2,15.0,15.75,0.75,1.0,L,59,L2,1787936858.718132,1787936860.089827,1.3716950416564941,,1787936858.416508,True,True,False,True,,,301.624059677124,621.6950416564941,621.6950416564941,False,0,1787936858.416508,valid
P01,9,training,8,False,rhythm-P01-T09,11,melody_seed415411,55,G3,L4,16.0,17.75,1.75,2.0,L,55,L4,1787936860.406773,1787936862.848364,2.4415910243988037,,1787936859.9183109,True,True,False,True,,,488.4622097015381,691.5910243988037,691.5910243988037,False,0,1787936859.9183109,valid
P01,9,training,8,False,rhythm-P01-T09,12,melody_seed415411,55,G3,L4,19.0,19.75,0.75,1.0,L,55,L4,1787936863.018241,1787936864.456715,1.438474178314209,,1787936862.586113,True,True,False,True,,,432.1279525756836,688.474178314209,688.474178314209,False,0,1787936862.586113,valid
P01,9,training,8,False,rhythm-P01-T09,13,melody_seed415411,59,B3,L2,20.0,20.75,0.75,1.0,L,59,L2,1787936864.6778932,1787936866.0054631,1.3275699615478516,,1787936864.22106,True,True,False,True,,,456.8331241607666,577.5699615478516,577.5699615478516,False,0,1787936864.22106,valid
P01,9,training,8,False,rhythm-P01-T09,14,melody_seed415411,60,C4,L1,21.0,23.75,2.75,3.0,L,60,L1,1787936866.428515,,,,1787936865.855553,True,True,False,True,,,572.9620456695557,,,False,0,1787936865.855553,valid
P01,10,training,9,False,rhythm-P01-T10,0,melody_seed415411,67,G4,R5,0.0,0.75,0.75,1.0,R,67,R5,1787936878.836998,1787936879.989598,1.1526000499725342,,1787936878.231311,True,True,False,True,,,605.6869029998779,402.6000499725342,402.6000499725342,False,0,1787936878.231311,valid
P01,10,training,9,False,rhythm-P01-T10,1,melody_seed415411,65,F4,R4,1.0,1.75,0.75,1.0,R,65,R4,1787936880.349323,1787936881.4999418,1.1506187915802002,,1787936880.0660229,True,True,False,True,,,283.30016136169434,400.6187915802002,400.6187915802002,False,0,1787936880.0660229,valid
P01,10,training,9,False,rhythm-P01-T10,2,melody_seed415411,65,F4,R4,2.0,2.75,0.75,1.0,R,65,R4,1787936881.778573,1787936883.23026,1.4516868591308594,,1787936881.534127,True,True,False,True,,,244.4460391998291,701.6868591308594,701.6868591308594,False,0,1787936881.534127,valid
P01,10,training,9,False,rhythm-P01-T10,3,melody_seed415411,62,D4,R2,3.0,5.75,2.75,3.0,R,62,R2,1787936883.291167,1787936886.8124642,3.5212972164154053,,1787936882.969099,True,True,False,True,,,322.0679759979248,771.2972164154053,771.2972164154053,False,0,1787936882.969099,valid
P01,10,training,9,False,rhythm-P01-T10,4,melody_seed415411,64,E4,R3,7.0,7.75,0.75,1.0,R,64,R3,1787936886.906612,1787936888.3011572,1.394545316696167,,1787936886.4708889,True,True,False,True,,,435.72306632995605,644.545316696167,644.545316696167,False,0,1787936886.4708889,valid
P01,10,training,9,False,rhythm-P01-T10,5,melody_seed415411,62,D4,R2,8.0,8.75,0.75,1.0,R,62,R2,1787936888.288468,1787936889.513851,1.2253830432891846,,1787936888.1050298,True,True,False,True,,,183.43806266784668,475.38304328918457,475.38304328918457,False,0,1787936888.1050298,valid
P01,10,training,9,False,rhythm-P01-T10,6,melody_seed415411,62,D4,R2,9.0,9.75,0.75,1.0,R,62,R2,1787936889.659127,1787936891.093417,1.4342899322509766,,1787936889.47316,True,True,False,True,,,185.96696853637695,684.2899322509766,684.2899322509766,False,0,1787936889.47316,valid
P01,10,training,9,False,rhythm-P01-T10,7,melody_seed415411,59,B3,L2,10.0,11.75,1.75,2.0,L,59,L2,1787936891.3428218,1787936893.832038,2.4892160892486572,,1787936890.840509,True,True,False,True,,,502.31289863586426,739.2160892486572,739.2160892486572,False,0,1787936890.840509,valid
P01,10,training,9,False,rhythm-P01-T10,8,melody_seed415411,59,B3,L2,13.0,13.75,0.75,1.0,L,59,L2,1787936893.977078,1787936895.4126651,1.4355871677398682,,1787936893.5442271,True,True,False,True,,,432.85083770751953,685.5871677398682,685.5871677398682,False,0,1787936893.5442271,valid
P01,10,training,9,False,rhythm-P01-T10,9,melody_seed415411,60,C4,L1,14.0,14.75,0.75,1.0,L,60,R2,1787936895.579238,1787936896.828075,1.2488369941711426,,1787936895.1787279,True,False,False,True,,,400.5100727081299,498.8369941711426,498.8369941711426,False,0,1787936895.1787279,valid
P01,10,training,9,False,rhythm-P01-T10,10,melody_seed415411,59,B3,L2,15.0,15.75,0.75,1.0,L,59,L2,1787936897.284319,1787936898.5963929,1.3120739459991455,,1787936896.7795851,True,True,False,True,,,504.7338008880615,562.0739459991455,562.0739459991455,False,0,1787936896.7795851,valid
P01,10,training,9,False,rhythm-P01-T10,11,melody_seed415411,55,G3,L4,16.0,17.75,1.75,2.0,L,55,L4,1787936899.2061188,1787936901.558507,2.3523881435394287,,1787936898.480278,True,True,False,True,,,725.8408069610596,602.3881435394287,602.3881435394287,False,0,1787936898.480278,valid
P01,10,training,9,False,rhythm-P01-T10,12,melody_seed415411,55,G3,L4,19.0,19.75,0.75,1.0,L,55,L4,1787936901.812454,1787936903.01297,1.2005159854888916,,1787936901.41479,True,True,False,True,,,397.66407012939453,450.5159854888916,450.5159854888916,False,0,1787936901.41479,valid
P01,10,training,9,False,rhythm-P01-T10,13,melody_seed415411,59,B3,L2,20.0,20.75,0.75,1.0,L,59,L2,1787936903.4858,1787936904.75832,1.2725200653076172,,1787936903.015888,True,True,False,True,,,469.912052154541,522.5200653076172,522.5200653076172,False,0,1787936903.015888,valid
P01,10,training,9,False,rhythm-P01-T10,14,melody_seed415411,60,C4,L1,21.0,23.75,2.75,3.0,L,60,R2,1787936905.3346822,,,,1787936904.715862,True,False,False,True,,,618.8201904296875,,,False,0,1787936904.715862,valid
P01,11,training,10,False,rhythm-P01-T11,0,melody_seed415411,67,G4,R5,0.0,0.75,0.75,1.0,R,67,R5,1787936920.546412,1787936921.7553978,1.2089858055114746,,1787936919.8285282,True,True,False,True,,,717.883825302124,458.9858055114746,458.9858055114746,False,0,1787936919.8285282,valid
P01,11,training,10,False,rhythm-P01-T11,1,melody_seed415411,65,F4,R4,1.0,1.75,0.75,1.0,R,65,R4,1787936922.0334132,1787936923.177112,1.1436989307403564,,1787936921.7313862,True,True,False,True,,,302.02698707580566,393.69893074035645,393.69893074035645,False,0,1787936921.7313862,valid
P01,11,training,10,False,rhythm-P01-T11,2,melody_seed415411,65,F4,R4,2.0,2.75,0.75,1.0,R,65,R4,1787936923.420373,1787936924.8871949,1.4668219089508057,,1787936923.232408,True,True,False,True,,,187.96491622924805,716.8219089508057,716.8219089508057,False,0,1787936923.232408,valid
P01,11,training,10,False,rhythm-P01-T11,3,melody_seed415411,62,D4,R2,3.0,5.75,2.75,3.0,R,62,R2,1787936924.877049,1787936928.360199,3.483150005340576,,1787936924.599952,True,True,False,True,,,277.0969867706299,733.1500053405762,733.1500053405762,False,0,1787936924.599952,valid
P01,11,training,10,False,rhythm-P01-T11,4,melody_seed415411,64,E4,R3,7.0,7.75,0.75,1.0,R,64,R3,1787936928.4187908,1787936929.845622,1.4268312454223633,,1787936928.068429,True,True,False,True,,,350.36182403564453,676.8312454223633,676.8312454223633,False,0,1787936928.068429,valid
P01,11,training,10,False,rhythm-P01-T11,5,melody_seed415411,62,D4,R2,8.0,8.75,0.75,1.0,R,62,R2,1787936929.829188,1787936930.977538,1.1483500003814697,,1787936929.635903,True,True,False,True,,,193.2852268218994,398.3500003814697,398.3500003814697,False,0,1787936929.635903,valid
P01,11,training,10,False,rhythm-P01-T11,6,melody_seed415411,62,D4,R2,9.0,9.75,0.75,1.0,R,62,R2,1787936931.105571,1787936932.5723789,1.4668078422546387,,1787936931.005017,True,True,False,True,,,100.55398941040039,716.8078422546387,716.8078422546387,False,0,1787936931.005017,valid
P01,11,training,10,False,rhythm-P01-T11,7,melody_seed415411,59,B3,L2,10.0,11.75,1.75,2.0,L,59,L2,1787936932.81664,1787936934.952739,2.136099100112915,,1787936932.304863,True,True,False,True,,,511.7769241333008,386.09910011291504,386.09910011291504,False,0,1787936932.304863,valid
P01,11,training,10,False,rhythm-P01-T11,8,melody_seed415411,59,B3,L2,13.0,13.75,0.75,1.0,L,59,L2,1787936935.267196,1787936936.6069171,1.3397212028503418,,1787936935.039965,True,True,False,True,,,227.23102569580078,589.7212028503418,589.7212028503418,False,0,1787936935.039965,valid
P01,11,training,10,False,rhythm-P01-T11,9,melody_seed415411,60,C4,L1,14.0,14.75,0.75,1.0,L,60,L1,1787936937.0274692,1787936938.3542788,1.3268096446990967,,1787936936.474566,True,True,False,True,,,552.9031753540039,576.8096446990967,576.8096446990967,False,0,1787936936.474566,valid
P01,11,training,10,False,rhythm-P01-T11,10,melody_seed415411,59,B3,L2,15.0,15.75,0.75,1.0,L,59,L2,1787936938.5690439,1787936939.928685,1.3596410751342773,,1787936938.2101052,True,True,False,True,,,358.93869400024414,609.6410751342773,609.6410751342773,False,0,1787936938.2101052,valid
P01,11,training,10,False,rhythm-P01-T11,11,melody_seed415411,55,G3,L4,16.0,17.75,1.75,2.0,L,55,L4,1787936940.213562,1787936942.7953138,2.581751823425293,,1787936939.744946,True,True,False,True,,,468.6160087585449,831.751823425293,831.751823425293,False,0,1787936939.744946,valid
P01,11,training,10,False,rhythm-P01-T11,12,melody_seed415411,55,G3,L4,19.0,19.75,0.75,1.0,L,55,L4,1787936943.8533702,1787936945.326439,1.4730687141418457,,1787936942.4462552,True,True,False,True,,,1407.1149826049805,723.0687141418457,723.0687141418457,False,0,1787936942.4462552,valid
P01,11,training,10,False,rhythm-P01-T11,13,melody_seed415411,59,B3,L2,20.0,20.75,0.75,1.0,L,59,L3,1787936945.476377,1787936946.6625469,1.1861698627471924,,1787936945.08111,True,False,False,True,,,395.2670097351074,436.1698627471924,436.1698627471924,False,0,1787936945.08111,valid
P01,11,training,10,False,rhythm-P01-T11,14,melody_seed415411,60,C4,L1,21.0,23.75,2.75,3.0,L,60,L1,1787936947.38505,,,,1787936946.652367,True,True,False,True,,,732.6829433441162,,,False,0,1787936946.652367,valid
P01,12,probe,2,True,rhythm-P01-T12,0,melody_seed415411,67,G4,R5,0.0,0.75,0.75,1.0,R,67,R5,1787936959.895913,1787936960.640085,0.7441720962524414,1787936959.225646,,True,True,False,True,670.26686668396,670.26686668396,,-5.827903747558594,5.827903747558594,False,0,1787936959.225646,valid
P01,12,probe,2,True,rhythm-P01-T12,1,melody_seed415411,65,F4,R4,1.0,1.75,0.75,1.0,R,65,R4,1787936960.811751,1787936961.5168269,0.7050759792327881,1787936960.225646,,True,True,False,True,586.1048698425293,586.1048698425293,,-44.924020767211914,44.924020767211914,False,0,1787936960.225646,valid
P01,12,probe,2,True,rhythm-P01-T12,2,melody_seed415411,65,F4,R4,2.0,2.75,0.75,1.0,R,65,R4,1787936961.6928298,1787936962.465151,0.7723212242126465,1787936961.225646,,True,True,False,True,467.18382835388184,467.18382835388184,,22.321224212646484,22.321224212646484,False,0,1787936961.225646,valid
P01,12,probe,2,True,rhythm-P01-T12,3,melody_seed415411,62,D4,R2,3.0,5.75,2.75,3.0,R,62,R2,1787936962.5349061,1787936965.802366,3.2674598693847656,1787936962.225646,,True,True,False,True,309.26012992858887,309.26012992858887,,517.4598693847656,517.4598693847656,False,0,1787936962.225646,valid
P01,12,probe,2,True,rhythm-P01-T12,4,melody_seed415411,64,E4,R3,7.0,7.75,0.75,1.0,R,64,R3,1787936966.624794,1787936967.4979148,0.8731207847595215,1787936966.225646,,True,True,False,True,399.14798736572266,399.14798736572266,,123.12078475952148,123.12078475952148,False,0,1787936966.225646,valid
P01,12,probe,2,True,rhythm-P01-T12,5,melody_seed415411,62,D4,R2,8.0,8.75,0.75,1.0,R,62,R2,1787936967.553986,1787936968.44332,0.889333963394165,1787936967.225646,,True,True,False,True,328.3400535583496,328.3400535583496,,139.33396339416504,139.33396339416504,False,0,1787936967.225646,valid
P01,12,probe,2,True,rhythm-P01-T12,6,melody_seed415411,62,D4,R2,9.0,9.75,0.75,1.0,R,62,R2,1787936968.5384471,1787936969.063266,0.5248188972473145,1787936968.225646,,True,True,False,True,312.8011226654053,312.8011226654053,,-225.18110275268555,225.18110275268555,False,0,1787936968.225646,valid
P01,12,probe,2,True,rhythm-P01-T12,7,melody_seed415411,59,B3,L2,10.0,11.75,1.75,2.0,L,62,R2,1787936969.1616352,1787936969.715884,0.5542488098144531,1787936969.225646,,False,False,False,True,-64.0108585357666,64.0108585357666,,-1195.7511901855469,1195.7511901855469,False,0,1787936969.225646,valid
P01,12,probe,2,True,rhythm-P01-T12,8,melody_seed415411,59,B3,L2,13.0,13.75,0.75,1.0,L,59,R1,1787936969.8795068,1787936971.9213362,2.0418293476104736,1787936972.225646,,True,False,False,True,-2346.1391925811768,2346.1391925811768,,1291.8293476104736,1291.8293476104736,False,0,1787936972.225646,valid
P01,12,probe,2,True,rhythm-P01-T12,9,melody_seed415411,60,C4,L1,14.0,14.75,0.75,1.0,L,59,R1,1787936972.590406,1787936973.547581,0.9571750164031982,1787936973.225646,,False,False,False,True,-635.2400779724121,635.2400779724121,,207.17501640319824,207.17501640319824,False,0,1787936973.225646,valid
P01,12,probe,2,True,rhythm-P01-T12,10,melody_seed415411,59,B3,L2,15.0,15.75,0.75,1.0,L,60,R2,1787936973.57423,1787936974.6066618,1.0324318408966064,1787936974.225646,,False,False,False,True,-651.4160633087158,651.4160633087158,,282.43184089660645,282.43184089660645,False,0,1787936974.225646,valid
P01,12,probe,2,True,rhythm-P01-T12,11,melody_seed415411,55,G3,L4,16.0,17.75,1.75,2.0,L,59,R1,1787936974.7684019,1787936975.719777,0.9513752460479736,1787936975.225646,,False,False,False,True,-457.2441577911377,457.2441577911377,,-798.6247539520264,798.6247539520264,False,0,1787936975.225646,valid
P01,12,probe,2,True,rhythm-P01-T12,12,melody_seed415411,55,G3,L4,19.0,19.75,0.75,1.0,L,55,L2,1787936975.77189,1787936978.459248,2.6873581409454346,1787936978.225646,,True,False,False,True,-2453.756093978882,2453.756093978882,,1937.3581409454346,1937.3581409454346,False,0,1787936978.225646,valid
P01,12,probe,2,True,rhythm-P01-T12,13,melody_seed415411,59,B3,L2,20.0,20.75,0.75,1.0,L,55,L2,1787936978.5937548,1787936979.499448,0.9056932926177979,1787936979.225646,,False,True,False,True,-631.8912506103516,631.8912506103516,,155.69329261779785,155.69329261779785,False,0,1787936979.225646,valid
P01,12,probe,2,True,rhythm-P01-T12,14,melody_seed415411,60,C4,L1,21.0,23.75,2.75,3.0,L,59,L1,1787936979.98802,1787936980.859992,0.8719720840454102,1787936980.225646,,False,True,False,True,-237.6260757446289,237.6260757446289,,-1878.0279159545898,1878.0279159545898,False,0,1787936980.225646,valid
P01,13,training,11,False,rhythm-P01-T13,0,melody_seed415411,67,G4,R5,0.0,0.75,0.75,1.0,R,67,R5,1787936993.4069052,1787936994.462495,1.0555899143218994,,1787936992.416127,True,True,False,True,,,990.7782077789307,305.5899143218994,305.5899143218994,False,0,1787936992.416127,valid
P01,13,training,11,False,rhythm-P01-T13,1,melody_seed415411,65,F4,R4,1.0,1.75,0.75,1.0,R,65,R4,1787936994.8271842,1787936995.916123,1.0889387130737305,,1787936994.6193228,True,True,False,True,,,207.86142349243164,338.93871307373047,338.93871307373047,False,0,1787936994.6193228,valid
