participant,trial_index,phase,phase_number,is_performance,quiz_name,event_index,melody,target_note,target_note_name,target_finger,target_onset_s,target_offset_s,target_duration_s,target_duration_beats,target_hand,actual_note,actual_finger,actual_onset_time,actual_offset_time,actual_duration_s,due_time,cue_onset_time,key_correct,finger_correct,finger_reviewed,played,signed_onset_error_ms,absolute_onset_error_ms,rt_ms,duration_error_ms,absolute_duration_error_ms,complete_success,recue_count,first_cue_onset_time,validity
P01,13,training,11,False,rhythm-P01-T13,2,melody_seed415411,65,F4,R4,2.0,2.75,0.75,1.0,R,65,R4,1787936996.181945,1787936997.578058,1.3961129188537598,,1787936996.0528991,True,True,False,True,,,129.04596328735352,646.1129188537598,646.1129188537598,False,0,1787936996.0528991,valid
P01,13,training,11,False,rhythm-P01-T13,3,melody_seed415411,62,D4,R2,3.0,5.75,2.75,3.0,R,62,R2,1787936997.627828,1787937001.09866,3.470832109451294,,1787936997.354211,True,True,False,True,,,273.6167907714844,720.832109451294,720.832109451294,False,0,1787936997.354211,valid
P01,13,training,11,False,rhythm-P01-T13,4,melody_seed415411,64,E4,R3,7.0,7.75,0.75,1.0,R,64,R3,1787937001.304215,1787937002.75431,1.4500949382781982,,1787937000.8230798,True,True,False,True,,,481.13512992858887,700.0949382781982,700.0949382781982,False,0,1787937000.8230798,valid
P01,13,training,11,False,rhythm-P01-T13,5,melody_seed415411,62,D4,R2,8.0,8.75,0.75,1.0,R,62,R2,1787937002.743006,1787937003.8819468,1.1389408111572266,,1787937002.523822,True,True,False,True,,,219.18392181396484,388.94081115722656,388.94081115722656,False,0,1787937002.523822,valid
P01,13,training,11,False,rhythm-P01-T13,6,melody_seed415411,62,D4,R2,9.0,9.75,0.75,1.0,R,62,R2,1787937004.078324,1787937005.511246,1.4329218864440918,,1787937003.9588192,True,True,False,True,,,119.50492858886719,682.9218864440918,682.9218864440918,False,0,1787937003.9588192,valid
P01,13,training,11,False,rhythm-P01-T13,7,melody_seed415411,59,B3,L2,10.0,11.75,1.75,2.0,L,59,L2,1787937006.120896,1787937008.501179,2.3802828788757324,,1787937005.2928169,True,True,False,True,,,828.0792236328125,630.2828788757324,630.2828788757324,False,0,1787937005.2928169,valid
P01,13,training,11,False,rhythm-P01-T13,8,melody_seed415411,59,B3,L2,13.0,13.75,0.75,1.0,L,59,L2,1787937008.629417,1787937010.313549,1.6841320991516113,,1787937008.328171,True,True,False,True,,,301.24592781066895,934.1320991516113,934.1320991516113,False,0,1787937008.328171,valid
P01,13,training,11,False,rhythm-P01-T13,9,melody_seed415411,60,C4,L1,14.0,14.75,0.75,1.0,L,64,R3,1787937009.868672,1787937012.425411,2.556739091873169,,1787937009.863658,False,False,False,True,,,5.013942718505859,1806.739091873169,1806.739091873169,False,0,1787937009.863658,valid
P01,13,training,11,False,rhythm-P01-T13,10,melody_seed415411,59,B3,L2,15.0,15.75,0.75,1.0,L,59,L2,1787937011.564184,1787937013.242986,1.6788020133972168,,1787937011.0652,True,True,False,True,,,498.98386001586914,928.8020133972168,928.8020133972168,False,0,1787937011.0652,valid
P01,13,training,11,False,rhythm-P01-T13,11,melody_seed415411,55,G3,L4,16.0,17.75,1.75,2.0,L,55,L3,1787937013.399144,1787937015.7910862,2.391942262649536,,1787937012.731786,True,True,False,True,,,667.3579216003418,641.9422626495361,641.9422626495361,False,0,1787937012.731786,valid
P01,13,training,11,False,rhythm-P01-T13,12,melody_seed415411,55,G3,L4,19.0,19.75,0.75,1.0,L,55,L4,1787937016.016115,1787937017.4349551,1.4188401699066162,,1787937015.634736,True,True,False,True,,,381.3788890838623,668.8401699066162,668.8401699066162,False,0,1787937015.634736,valid
P01,13,training,11,False,rhythm-P01-T13,13,melody_seed415411,59,B3,L2,20.0,20.75,0.75,1.0,L,59,L2,1787937017.7574458,1787937019.5051992,1.747753381729126,,1787937017.2013068,True,True,False,True,,,556.1389923095703,997.753381729126,997.753381729126,False,0,1787937017.2013068,valid
P01,13,training,11,False,rhythm-P01-T13,14,melody_seed415411,60,C4,L1,21.0,23.75,2.75,3.0,L,60,L1,1787937019.82302,,,,1787937018.9694772,True,True,False,True,,,853.5428047180176,,,False,0,1787937018.9694772,valid
P01,14,training,12,False,rhythm-P01-T14,0,melody_seed415411,67,G4,R5,0.0,0.75,0.75,1.0,R,67,R5,1787937032.091093,1787937033.202733,1.1116399765014648,,1787937031.646323,True,True,False,True,,,444.77009773254395,361.63997650146484,361.63997650146484,False,0,1787937031.646323,valid
P01,14,training,12,False,rhythm-P01-T14,1,melody_seed415411,65,F4,R4,1.0,1.75,0.75,1.0,R,65,R4,1787937033.514187,1787937034.521464,1.007277011871338,,1787937033.31428,True,True,False,True,,,199.9070644378662,257.2770118713379,257.2770118713379,False,0,1787937033.31428,valid
P01,14,training,12,False,rhythm-P01-T14,2,melody_seed415411,65,F4,R4,2.0,2.75,0.75,1.0,R,65,R4,1787937040.450437,1787937041.9253151,1.4748780727386475,,1787937039.7186,True,True,False,True,,,731.8370342254639,724.8780727386475,724.8780727386475,False,1,1787937034.71559,valid
P01,14,training,12,False,rhythm-P01-T14,3,melody_seed415411,62,D4,R2,3.0,5.75,2.75,3.0,R,62,R2,1787937042.0180538,1787937044.851361,2.8333072662353516,,1787937041.653177,True,True,False,True,,,364.87674713134766,83.30726623535156,83.30726623535156,False,0,1787937041.653177,valid
P01,14,training,12,False,rhythm-P01-T14,4,melody_seed415411,64,E4,R3,7.0,7.75,0.75,1.0,R,64,R3,1787937045.8149362,1787937046.9292438,1.1143076419830322,,1787937045.1898088,True,True,False,True,,,625.1273155212402,364.3076419830322,364.3076419830322,False,0,1787937045.1898088,valid
P01,14,training,12,False,rhythm-P01-T14,5,melody_seed415411,62,D4,R2,8.0,8.75,0.75,1.0,R,62,R2,1787937047.302295,1787937048.4629061,1.1606111526489258,,1787937046.990023,True,True,False,True,,,312.2720718383789,410.6111526489258,410.6111526489258,False,0,1787937046.990023,valid
P01,14,training,12,False,rhythm-P01-T14,6,melody_seed415411,62,D4,R2,9.0,9.75,0.75,1.0,R,62,R2,1787937048.797081,1787937049.879723,1.0826420783996582,,1787937048.52496,True,True,False,True,,,272.1209526062012,332.6420783996582,332.6420783996582,False,0,1787937048.52496,valid
P01,14,training,12,False,rhythm-P01-T14,7,melody_seed415411,59,B3,L2,10.0,11.75,1.75,2.0,L,59,L2,1787937050.828929,1787937052.815128,1.986199140548706,,1787937049.993323,True,True,False,True,,,835.6058597564697,236.19914054870605,236.19914054870605,False,0,1787937049.993323,valid
P01,14,training,12,False,rhythm-P01-T14,8,melody_seed415411,59,B3,L2,13.0,13.75,0.75,1.0,L,59,L2,1787937053.400815,1787937054.7827258,1.381910800933838,,1787937053.028354,True,True,False,True,,,372.46108055114746,631.9108009338379,631.9108009338379,False,0,1787937053.028354,valid
P01,14,training,12,False,rhythm-P01-T14,9,melody_seed415411,60,C4,L1,14.0,14.75,0.75,1.0,L,60,L1,1787937055.244572,1787937056.63087,1.3862981796264648,,1787937054.596111,True,True,False,True,,,648.460865020752,636.2981796264648,636.2981796264648,False,0,1787937054.596111,valid
P01,14,training,12,False,rhythm-P01-T14,10,melody_seed415411,59,B3,L2,15.0,15.75,0.75,1.0,L,59,L2,1787937056.8595278,1787937058.2749481,1.4154202938079834,,1787937056.464834,True,True,False,True,,,394.69385147094727,665.4202938079834,665.4202938079834,False,0,1787937056.464834,valid
P01,14,training,12,False,rhythm-P01-T14,11,melody_seed415411,55,G3,L4,16.0,17.75,1.75,2.0,L,55,L4,1787937058.5372539,1787937060.726082,2.188828229904175,,1787937058.0324302,True,True,False,True,,,504.8236846923828,438.8282299041748,438.8282299041748,False,0,1787937058.0324302,valid
P01,14,training,12,False,rhythm-P01-T14,12,melody_seed415411,55,G3,L4,19.0,19.75,0.75,1.0,L,55,L4,1787937061.009971,1787937062.465336,1.4553651809692383,,1787937060.734014,True,True,False,True,,,275.9568691253662,705.3651809692383,705.3651809692383,False,0,1787937060.734014,valid
P01,14,training,12,False,rhythm-P01-T14,13,melody_seed415411,59,B3,L2,20.0,20.75,0.75,1.0,L,59,L2,1787937062.659864,1787937064.08055,1.4206860065460205,,1787937062.201694,True,True,False,True,,,458.16993713378906,670.6860065460205,670.6860065460205,False,0,1787937062.201694,valid
P01,14,training,12,False,rhythm-P01-T14,14,melody_seed415411,60,C4,L1,21.0,23.75,2.75,3.0,L,60,L1,1787937064.324043,1787937067.491476,3.167433023452759,,1787937063.836656,True,True,False,True,,,487.38694190979004,417.4330234527588,417.4330234527588,False,0,1787937063.836656,valid
P01,15,training,13,False,rhythm-P01-T15,0,melody_seed415411,67,G4,R5,0.0,0.75,0.75,1.0,R,67,R5,1787937077.190845,1787937078.305027,1.1141819953918457,,1787937076.613299,True,True,False,True,,,577.5461196899414,364.1819953918457,364.1819953918457,False,0,1787937076.613299,valid
P01,15,training,13,False,rhythm-P01-T15,1,melody_seed415411,65,F4,R4,1.0,1.75,0.75,1.0,R,65,R4,1787937078.645628,1787937079.734447,1.0888190269470215,,1787937078.413874,True,True,False,True,,,231.75406455993652,338.8190269470215,338.8190269470215,False,0,1787937078.413874,valid
P01,15,training,13,False,rhythm-P01-T15,2,melody_seed415411,65,F4,R4,2.0,2.75,0.75,1.0,R,65,R4,1787937080.0622568,1787937081.5206442,1.4583873748779297,,1787937079.849344,True,True,False,True,,,212.91279792785645,708.3873748779297,708.3873748779297,False,0,1787937079.849344,valid
P01,15,training,13,False,rhythm-P01-T15,3,melody_seed415411,62,D4,R2,3.0,5.75,2.75,3.0,R,62,R2,1787937081.5232031,1787937083.264359,1.7411558628082275,,1787937081.249791,True,True,False,True,,,273.41222763061523,-1008.8441371917725,1008.8441371917725,False,0,1787937081.249791,valid
P01,15,training,13,False,rhythm-P01-T15,4,melody_seed415411,64,E4,R3,7.0,7.75,0.75,1.0,R,64,R3,1787937085.228099,1787937086.6560261,1.427927017211914,,1787937084.7522209,True,True,False,True,,,475.8782386779785,677.9270172119141,677.9270172119141,False,0,1787937084.7522209,valid
P01,15,training,13,False,rhythm-P01-T15,5,melody_seed415411,62,D4,R2,8.0,8.75,0.75,1.0,R,62,R2,1787937086.66871,1787937087.888767,1.2200570106506348,,1787937086.4207969,True,True,False,True,,,247.91312217712402,470.05701065063477,470.05701065063477,False,0,1787937086.4207969,valid
P01,15,training,13,False,rhythm-P01-T15,6,melody_seed415411,62,D4,R2,9.0,9.75,0.75,1.0,R,62,R2,1787937088.0587862,1787937089.4537852,1.3949990272521973,,1787937087.854281,True,True,False,True,,,204.50520515441895,644.9990272521973,644.9990272521973,False,0,1787937087.854281,valid
P01,15,training,13,False,rhythm-P01-T15,7,melody_seed415411,59,B3,L2,10.0,11.75,1.75,2.0,L,59,L2,1787937089.946541,1787937092.324932,2.3783910274505615,,1787937089.289631,True,True,False,True,,,656.9101810455322,628.3910274505615,628.3910274505615,False,0,1787937089.289631,valid
P01,15,training,13,False,rhythm-P01-T15,8,melody_seed415411,59,B3,L2,13.0,13.75,0.75,1.0,L,59,L2,1787937092.433385,1787937092.773669,0.3402841091156006,,1787937092.157658,True,True,False,True,,,275.7267951965332,-409.7158908843994,409.7158908843994,False,0,1787937092.157658,valid
P01,15,training,13,False,rhythm-P01-T15,9,melody_seed415411,60,C4,L1,14.0,14.75,0.75,1.0,L,60,L1,1787937094.186027,1787937095.479553,1.2935259342193604,,1787937093.625086,True,True,False,True,,,560.9409809112549,543.5259342193604,543.5259342193604,False,0,1787937093.625086,valid
P01,15,training,13,False,rhythm-P01-T15,10,melody_seed415411,59,B3,L2,15.0,15.75,0.75,1.0,L,59,L2,1787937095.562171,1787937097.031892,1.4697210788726807,,1787937095.393108,True,True,False,True,,,169.06309127807617,719.7210788726807,719.7210788726807,False,0,1787937095.393108,valid
P01,15,training,13,False,rhythm-P01-T15,11,melody_seed415411,55,G3,L4,16.0,17.75,1.75,2.0,L,55,L3,1787937097.3481731,1787937099.817295,2.4691219329833984,,1787937096.79454,True,False,False,True,,,553.6332130432129,719.1219329833984,719.1219329833984,False,0,1787937096.79454,valid
P01,15,training,13,False,rhythm-P01-T15,12,melody_seed415411,55,G3,L4,19.0,19.75,0.75,1.0,L,55,L3,1787937099.90916,1787937100.290525,0.3813650608062744,,1787937099.5307798,True,True,False,True,,,378.38006019592285,-368.6349391937256,368.6349391937256,False,0,1787937099.5307798,valid
P01,15,training,13,False,rhythm-P01-T15,13,melody_seed415411,59,B3,L2,20.0,20.75,0.75,1.0,L,59,L2,1787937101.580752,1787937102.968087,1.3873350620269775,,1787937101.13106,True,True,False,True,,,449.6920108795166,637.3350620269775,637.3350620269775,False,0,1787937101.13106,valid
P01,15,training,13,False,rhythm-P01-T15,14,melody_seed415411,60,C4,L1,21.0,23.75,2.75,3.0,L,60,L1,1787937102.9845812,,,,1787937102.7987268,True,False,False,True,,,185.85443496704102,,,False,0,1787937102.7987268,valid
P01,16,training,14,False,rhythm-P01-T16,0,melody_seed415411,67,G4,R5,0.0,0.75,0.75,1.0,R,67,R5,1787937116.095354,1787937117.243497,1.1481428146362305,,1787937115.60834,True,True,False,True,,,487.0140552520752,398.14281463623047,398.14281463623047,False,0,1787937115.60834,valid
P01,16,training,14,False,rhythm-P01-T16,1,melody_seed415411,65,F4,R4,1.0,1.75,0.75,1.0,R,65,R4,1787937117.502057,1787937118.356025,0.8539679050445557,,1787937117.27665,True,True,False,True,,,225.40712356567383,103.96790504455566,103.96790504455566,False,0,1787937117.27665,valid
P01,16,training,14,False,rhythm-P01-T16,2,melody_seed415411,65,F4,R4,2.0,2.75,0.75,1.0,R,65,R4,1787937121.99777,1787937123.3473768,1.3496067523956299,,1787937118.678304,True,True,False,True,,,3319.4661140441895,599.6067523956299,599.6067523956299,False,0,1787937118.678304,valid
P01,16,training,14,False,rhythm-P01-T16,3,melody_seed415411,62,D4,R2,3.0,5.75,2.75,3.0,R,62,R2,1787937123.426199,1787937126.5806808,3.154481887817383,,1787937123.180585,True,True,False,True,,,245.61405181884766,404.4818878173828,404.4818878173828,False,0,1787937123.180585,valid
P01,16,training,14,False,rhythm-P01-T16,4,melody_seed415411,64,E4,R3,7.0,7.75,0.75,1.0,R,64,R3,1787937127.086616,1787937128.285721,1.1991050243377686,,1787937126.6154969,True,True,False,True,,,471.1191654205322,449.10502433776855,449.10502433776855,False,0,1787937126.6154969,valid
P01,16,training,14,False,rhythm-P01-T16,5,melody_seed415411,62,D4,R2,8.0,8.75,0.75,1.0,R,62,R2,1787937128.4631722,1787937129.499933,1.0367608070373535,,1787937128.284412,True,True,False,True,,,178.76029014587402,286.7608070373535,286.7608070373535,False,0,1787937128.284412,valid
P01,16,training,14,False,rhythm-P01-T16,6,melody_seed415411,62,D4,R2,9.0,9.75,0.75,1.0,R,62,R2,1787937129.770234,1787937131.1068108,1.3365767002105713,,1787937129.6527328,True,True,False,True,,,117.50125885009766,586.5767002105713,586.5767002105713,False,0,1787937129.6527328,valid
P01,16,training,14,False,rhythm-P01-T16,7,melody_seed415411,59,B3,L2,10.0,11.75,1.75,2.0,L,59,L2,1787937131.6357691,1787937133.94743,2.3116607666015625,,1787937130.953965,True,True,False,True,,,681.8041801452637,561.6607666015625,561.6607666015625,False,0,1787937130.953965,valid
P01,16,training,14,False,rhythm-P01-T16,8,melody_seed415411,59,B3,L2,13.0,13.75,0.75,1.0,L,59,L2,1787937134.1323688,1787937136.161634,2.0292651653289795,,1787937133.8566,True,True,False,True,,,275.7687568664551,1279.2651653289795,1279.2651653289795,False,0,1787937133.8566,valid
P01,16,training,14,False,rhythm-P01-T16,9,melody_seed415411,60,C4,L1,14.0,14.75,0.75,1.0,L,60,R2,1787937135.650413,1787937137.011276,1.3608629703521729,,1787937135.3572748,True,False,False,True,,,293.1382656097412,610.8629703521729,610.8629703521729,False,0,1787937135.3572748,valid
P01,16,training,14,False,rhythm-P01-T16,10,melody_seed415411,59,B3,L2,15.0,15.75,0.75,1.0,L,59,L2,1787937137.223876,1787937139.142987,1.9191110134124756,,1787937136.825113,True,True,False,True,,,398.76294136047363,1169.1110134124756,1169.1110134124756,False,0,1787937136.825113,valid
P01,16,training,14,False,rhythm-P01-T16,11,melody_seed415411,55,G3,L4,16.0,17.75,1.75,2.0,L,55,L4,1787937138.908793,1787937141.365238,2.4564449787139893,,1787937138.426093,True,True,False,True,,,482.6998710632324,706.4449787139893,706.4449787139893,False,0,1787937138.426093,valid
P01,16,training,14,False,rhythm-P01-T16,12,melody_seed415411,55,G3,L4,19.0,19.75,0.75,1.0,L,55,L4,1787937141.499846,1787937142.867253,1.3674070835113525,,1787937141.128292,True,True,False,True,,,371.553897857666,617.4070835113525,617.4070835113525,False,0,1787937141.128292,valid
P01,16,training,14,False,rhythm-P01-T16,13,melody_seed415411,59,B3,L2,20.0,20.75,0.75,1.0,L,59,L2,1787937142.914125,1787937144.209603,1.295478105545044,,1787937142.695889,True,True,False,True,,,218.23596954345703,545.478105545044,545.478105545044,False,0,1787937142.695889,valid
P01,16,training,14,False,rhythm-P01-T16,14,melody_seed415411,60,C4,L1,21.0,23.75,2.75,3.0,L,60,L1,1787937144.361124,,,,1787937144.096747,True,True,False,True,,,264.3771171569824,,,False,0,1787937144.096747,valid
P01,17,training,15,False,rhythm-P01-T17,0,melody_seed415411,67,G4,R5,0.0,0.75,0.75,1.0,R,67,R5,1787937158.130965,1787937159.19782,1.0668549537658691,,1787937157.839239,True,True,False,True,,,291.72611236572266,316.85495376586914,316.85495376586914,False,0,1787937157.839239,valid
P01,17,training,15,False,rhythm-P01-T17,1,melody_seed415411,65,F4,R4,1.0,1.75,0.75,1.0,R,65,R4,1787937159.485962,1787937160.457941,0.9719791412353516,,1787937159.342612,True,True,False,True,,,143.34988594055176,221.97914123535156,221.97914123535156,False,0,1787937159.342612,valid
P01,17,training,15,False,rhythm-P01-T17,2,melody_seed415411,65,F4,R4,2.0,2.75,0.75,1.0,R,65,R4,1787937161.2188008,1787937162.413279,1.1944782733917236,,1787937160.708265,True,True,False,True,,,510.53571701049805,444.47827339172363,444.47827339172363,False,0,1787937160.708265,valid
P01,17,training,15,False,rhythm-P01-T17,3,melody_seed415411,62,D4,R2,3.0,5.75,2.75,3.0,R,62,R2,1787937162.609251,1787937165.7633522,3.1541011333465576,,1787937162.410697,True,True,False,True,,,198.55403900146484,404.1011333465576,404.1011333465576,False,0,1787937162.410697,valid
P01,17,training,15,False,rhythm-P01-T17,4,melody_seed415411,64,E4,R3,7.0,7.75,0.75,1.0,R,64,R3,1787937166.260722,1787937167.3804228,1.1197009086608887,,1787937165.811855,True,True,False,True,,,448.8668441772461,369.7009086608887,369.7009086608887,False,0,1787937165.811855,valid
P01,17,training,15,False,rhythm-P01-T17,5,melody_seed415411,62,D4,R2,8.0,8.75,0.75,1.0,R,62,R2,1787937167.6014059,1787937168.638475,1.0370690822601318,,1787937167.447734,True,True,False,True,,,153.6717414855957,287.06908226013184,287.06908226013184,False,0,1787937167.447734,valid
P01,17,training,15,False,rhythm-P01-T17,6,melody_seed415411,62,D4,R2,9.0,9.75,0.75,1.0,R,62,R2,1787937174.319663,1787937175.703383,1.3837199211120605,,1787937173.786964,True,True,False,True,,,532.6991081237793,633.7199211120605,633.7199211120605,False,1,1787937168.782101,valid
P01,17,training,15,False,rhythm-P01-T17,7,melody_seed415411,59,B3,L2,10.0,11.75,1.75,2.0,L,59,L1,1787937175.855895,1787937178.1655092,2.3096141815185547,,1787937175.5194938,True,False,False,True,,,336.40122413635254,559.6141815185547,559.6141815185547,False,0,1787937175.5194938,valid
P01,17,training,15,False,rhythm-P01-T17,8,melody_seed415411,59,B3,L2,13.0,13.75,0.75,1.0,L,59,L2,1787937178.331968,1787937179.963701,1.6317329406738281,,1787937178.054724,True,True,False,True,,,277.24409103393555,881.7329406738281,881.7329406738281,False,0,1787937178.054724,valid
P01,17,training,15,False,rhythm-P01-T17,9,melody_seed415411,60,C4,L1,14.0,14.75,0.75,1.0,L,60,L1,1787937180.09983,1787937181.4742458,1.3744158744812012,,1787937179.555403,True,True,False,True,,,544.4269180297852,624.4158744812012,624.4158744812012,False,0,1787937179.555403,valid
P01,17,training,15,False,rhythm-P01-T17,10,melody_seed415411,59,B3,L2,15.0,15.75,0.75,1.0,L,59,L2,1787937181.700602,1787937183.070051,1.3694489002227783,,1787937181.323481,True,True,False,True,,,377.1209716796875,619.4489002227783,619.4489002227783,False,0,1787937181.323481,valid
P01,17,training,15,False,rhythm-P01-T17,11,melody_seed415411,55,G3,L4,16.0,17.75,1.75,2.0,L,55,L3,1787937183.112017,1787937185.5374458,2.425428867340088,,1787937182.92544,True,True,False,True,,,186.57684326171875,675.4288673400879,675.4288673400879,False,0,1787937182.92544,valid
P01,17,training,15,False,rhythm-P01-T17,12,melody_seed415411,55,G3,L4,19.0,19.75,0.75,1.0,L,55,L4,1787937185.7143419,1787937186.9948301,1.2804882526397705,,1787937185.2941902,True,True,False,True,,,420.1517105102539,530.4882526397705,530.4882526397705,False,0,1787937185.2941902,valid
P01,17,training,15,False,rhythm-P01-T17,13,melody_seed415411,59,B3,L2,20.0,20.75,0.75,1.0,L,59,L2,1787937187.0277581,1787937188.27477,1.2470118999481201,,1787937186.8957472,True,True,False,True,,,132.01093673706055,497.0118999481201,497.0118999481201,False,0,1787937186.8957472,valid
P01,17,training,15,False,rhythm-P01-T17,14,melody_seed415411,60,C4,L1,21.0,23.75,2.75,3.0,L,60,L1,1787937193.933244,1787937197.020684,3.087440013885498,,1787937193.2689269,True,True,False,True,,,664.3171310424805,337.44001388549805,337.44001388549805,False,1,1787937188.2297442,valid
P01,18,probe,3,True,rhythm-P01-T18,0,melody_seed415411,67,G4,R5,0.0,0.75,0.75,1.0,R,67,R5,1787937210.462322,1787937211.2419682,0.7796461582183838,1787937209.844336,,True,True,False,True,617.9859638214111,617.9859638214111,,29.64615821838379,29.64615821838379,False,0,1787937209.844336,valid
P01,18,probe,3,True,rhythm-P01-T18,1,melody_seed415411,65,F4,R4,1.0,1.75,0.75,1.0,R,65,R4,1787937211.20902,1787937211.7849941,0.5759742259979248,1787937210.844336,,True,True,False,True,364.6838665008545,364.6838665008545,,-174.0257740020752,174.0257740020752,False,0,1787937210.844336,valid
P01,18,probe,3,True,rhythm-P01-T18,2,melody_seed415411,65,F4,R4,2.0,2.75,0.75,1.0,R,65,R4,1787937211.8952372,1787937212.342318,0.4470808506011963,1787937211.844336,,True,True,False,True,50.901174545288086,50.901174545288086,,-302.9191493988037,302.9191493988037,True,0,1787937211.844336,valid
P01,18,probe,3,True,rhythm-P01-T18,3,melody_seed415411,62,D4,R2,3.0,5.75,2.75,3.0,R,65,R4,1787937212.446054,1787937213.1894348,0.7433807849884033,1787937212.844336,,False,False,False,True,-398.2820510864258,398.2820510864258,,-2006.6192150115967,2006.6192150115967,False,0,1787937212.844336,valid
P01,18,probe,3,True,rhythm-P01-T18,4,melody_seed415411,64,E4,R3,7.0,7.75,0.75,1.0,R,62,R2,1787937213.2719932,1787937215.331894,2.0599007606506348,1787937216.844336,,False,False,False,True,-3572.342872619629,3572.342872619629,,1309.9007606506348,1309.9007606506348,False,0,1787937216.844336,valid
P01,18,probe,3,True,rhythm-P01-T18,5,melody_seed415411,62,D4,R2,8.0,8.75,0.75,1.0,R,64,R3,1787937217.259516,1787937217.966491,0.706974983215332,1787937217.844336,,False,False,False,True,-584.820032119751,584.820032119751,,-43.02501678466797,43.02501678466797,False,0,1787937217.844336,valid
P01,18,probe,3,True,rhythm-P01-T18,6,melody_seed415411,62,D4,R2,9.0,9.75,0.75,1.0,R,62,R2,1787937218.1385138,1787937218.870647,0.732133150100708,1787937218.844336,,True,True,False,True,-705.822229385376,705.822229385376,,-17.866849899291992,17.866849899291992,False,0,1787937218.844336,valid
P01,18,probe,3,True,rhythm-P01-T18,7,melody_seed415411,59,B3,L2,10.0,11.75,1.75,2.0,L,62,R2,1787937218.989995,1787937220.124539,1.1345438957214355,1787937219.844336,,False,False,False,True,-854.3410301208496,854.3410301208496,,-615.4561042785645,615.4561042785645,False,0,1787937219.844336,valid
P01,18,probe,3,True,rhythm-P01-T18,8,melody_seed415411,59,B3,L2,13.0,13.75,0.75,1.0,L,59,L1,1787937220.690885,1787937222.1528141,1.4619290828704834,1787937222.844336,,True,False,False,True,-2153.4509658813477,2153.4509658813477,,711.9290828704834,711.9290828704834,False,0,1787937222.844336,valid
P01,18,probe,3,True,rhythm-P01-T18,9,melody_seed415411,60,C4,L1,14.0,14.75,0.75,1.0,L,59,L1,1787937223.1120262,1787937224.114044,1.0020177364349365,1787937223.844336,,False,True,False,True,-732.3098182678223,732.3098182678223,,252.01773643493652,252.01773643493652,False,0,1787937223.844336,valid
P01,18,probe,3,True,rhythm-P01-T18,10,melody_seed415411,59,B3,L2,15.0,15.75,0.75,1.0,L,60,R1,1787937224.381469,1787937225.296206,0.9147369861602783,1787937224.844336,,False,False,False,True,-462.86702156066895,462.86702156066895,,164.73698616027832,164.73698616027832,False,0,1787937224.844336,valid
P01,18,probe,3,True,rhythm-P01-T18,11,melody_seed415411,55,G3,L4,16.0,17.75,1.75,2.0,L,59,L1,1787937225.36744,1787937226.615102,1.24766206741333,1787937225.844336,,False,False,False,True,-476.8960475921631,476.8960475921631,,-502.3379325866699,502.3379325866699,False,0,1787937225.844336,valid
P01,18,probe,3,True,rhythm-P01-T18,12,melody_seed415411,55,G3,L4,19.0,19.75,0.75,1.0,L,64,R3,1787937225.438486,1787937225.9590871,0.5206010341644287,1787937228.844336,,False,False,False,True,-3405.8499336242676,3405.8499336242676,,-229.3989658355713,229.3989658355713,False,0,1787937228.844336,valid
P01,18,probe,3,True,rhythm-P01-T18,13,melody_seed415411,59,B3,L2,20.0,20.75,0.75,1.0,L,55,L4,1787937226.579246,1787937228.3202162,1.7409701347351074,1787937229.844336,,False,False,False,True,-3265.089988708496,3265.089988708496,,990.9701347351074,990.9701347351074,False,0,1787937229.844336,valid
P01,18,probe,3,True,rhythm-P01-T18,14,melody_seed415411,60,C4,L1,21.0,23.75,2.75,3.0,L,55,L4,1787937229.2397618,1787937230.0040672,0.7643053531646729,1787937230.844336,,False,False,False,True,-1604.574203491211,1604.574203491211,,-1985.6946468353271,1985.6946468353271,False,0,1787937230.844336,valid
P01,19,final,1,True,rhythm-P01-T19,0,melody_seed415411,67,G4,R5,0.0,0.75,0.75,1.0,R,67,R5,1787937328.979122,1787937329.614497,0.6353750228881836,1787937328.979122,,True,True,False,True,0.0,0.0,,-114.6249771118164,114.6249771118164,True,0,1787937328.979122,valid
P01,19,final,1,True,rhythm-P01-T19,1,melody_seed415411,65,F4,R4,1.0,1.75,0.75,1.0,R,65,R4,1787937329.898614,1787937330.573295,0.6746811866760254,1787937329.979122,,True,True,False,True,-80.50799369812012,80.50799369812012,,-75.31881332397461,75.31881332397461,True,0,1787937329.979122,valid
P01,19,final,1,True,rhythm-P01-T19,2,melody_seed415411,65,F4,R4,2.0,2.75,0.75,1.0,R,65,R4,1787937330.7800472,1787937331.7133088,0.9332616329193115,1787937330.979122,,True,True,False,True,-199.07474517822266,199.07474517822266,,183.26163291931152,183.26163291931152,True,0,1787937330.979122,valid
P01,19,final,1,True,rhythm-P01-T19,3,melody_seed415411,62,D4,R2,3.0,5.75,2.75,3.0,R,62,R2,1787937332.009829,1787937335.021257,3.011427879333496,1787937331.979122,,True,True,False,True,30.707120895385742,30.707120895385742,,261.4278793334961,261.4278793334961,True,0,1787937331.979122,valid
P01,19,final,1,True,rhythm-P01-T19,4,melody_seed415411,64,E4,R3,7.0,7.75,0.75,1.0,R,64,R3,1787937335.1303868,1787937336.2940989,1.1637120246887207,1787937335.979122,,True,True,False,True,-848.7350940704346,848.7350940704346,,413.7120246887207,413.7120246887207,False,0,1787937335.979122,valid
