condition,n,rt_ms,fa_pct,rt_sd_ms,fa_sd_pct
A,9,417.70887186091824,18.88888888888889,50.20933467792583,9.57427107756338
B,9,975.8858715741875,94.44444444444444,184.34837060149667,2.8867513459481287
C,9,655.6149226647835,99.25925925925927,83.72467144799437,1.4698618394803242
