condition,n_events,median_ms,mean_ms,sd_ms,min_ms,p95_ms,max_ms
A,269,377.3829936981201,417.3979581953424,175.01021910094275,255.5067539215088,647.5024700164794,1808.239221572876
B,268,862.8069162368774,976.2702771087191,367.70502799069203,545.339822769165,1791.656148433682,2694.944143295288
C,270,597.0358848571777,655.6149226647836,253.09477694892618,370.1660633087158,1128.4595727920532,2396.7390060424805
