condition,n,rt_ms,fa_pct,rt_sd_ms,fa_sd_pct
A,9,550.0170628229777,17.037037037037038,68.2386681707051,8.407081083567531
B,9,887.673107476331,90.0,89.10376462140096,10.274023338281626
C,9,749.897629304255,98.88888888888889,145.45959900758302,1.6666666666666652
