participant,finger_id,baseline,cued,benefit,average
P19,1,0.9228514855907809,0.8578131382281964,0.06503834736258451,0.8903323119094886
P19,2,0.8872700929641724,0.6617082512896993,0.22556184167447302,0.7744891721269358
P19,3,0.8338740497338967,0.7031388282775879,0.13073522145630878,0.7685064390057423
P19,4,0.9138622643812647,0.7363074365651833,0.17755482781608145,0.825084850473224
P19,5,0.8975351841553397,0.8677228268455056,0.029812357309834114,0.8826290055004227
