participant,finger_id,x,y,estimator
P19,1,0.9228514855907809,0.06503834736258451,naive
P19,2,0.8872700929641724,0.22556184167447302,naive
P19,3,0.8338740497338967,0.13073522145630878,naive
P19,4,0.9138622643812647,0.17755482781608145,naive
P19,5,0.8975351841553397,0.029812357309834114,naive
P19,1,0.8903323119094886,0.06503834736258451,oldham
P19,2,0.7744891721269358,0.22556184167447302,oldham
P19,3,0.7685064390057423,0.13073522145630878,oldham
P19,4,0.825084850473224,0.17755482781608145,oldham
P19,5,0.8826290055004227,0.029812357309834114,oldham
P19,1,0.8401044011116028,0.15330190414037448,split_half
P19,2,0.8535418254988534,0.26491148705067846,split_half
P19,3,0.8248202511758516,0.14140576975686214,split_half
P19,4,0.844916557443553,0.26086422369914986,split_half
P19,5,0.8868397697806358,0.05425901873772887,split_half
