participant,condition,trial_index,level,sequence,rt_ms,fa_pct,included
P19,C,1,beta,1799551287-β-1,1043.1087334950766,100.0,True
P19,A,2,beta,1799551287-β-7,690.0928497314453,23.333333333333332,True
P19,C,3,beta,1799551287-β-6,711.730972925822,100.0,True
P19,B,4,beta,1799551287-β-3,870.1738913853964,100.0,True
P19,C,5,gamma,1799551287-γ-5,916.8806632359823,96.66666666666667,True
P19,C,6,alpha,1799551287-α-2,702.0095348358154,100.0,True
P19,B,7,alpha,1799551287-α-8,993.8920100529989,100.0,True
P19,C,8,gamma,1799551287-γ-2,776.8871943155925,100.0,True
P19,C,9,beta,1799551287-β-8,698.610266049703,100.0,True
P19,C,10,alpha,1799551287-α-9,639.6562888704497,96.66666666666667,True
P19,A,11,beta,1799551287-β-5,582.7211141586304,30.0,True
P19,B,12,gamma,1799551287-γ-3,923.4021663665771,100.0,True
P19,C,13,gamma,1799551287-γ-9,691.1130280330264,96.66666666666667,True
P19,A,14,alpha,1799551287-α-1,572.3509391148885,20.0,True
P19,B,15,gamma,1799551287-γ-8,1044.3344910939534,70.0,True
P19,B,16,beta,1799551287-β-2,872.118421963283,83.33333333333334,True
P19,A,17,alpha,1799551287-α-5,582.4738502502441,20.0,True
P19,C,18,alpha,1799551287-α-7,569.081981976827,100.0,True
P19,B,19,gamma,1799551287-γ-7,899.2640495300293,83.33333333333334,True
P19,B,20,alpha,1799551287-α-4,788.639364571407,90.0,True
P19,A,21,gamma,1799551287-γ-4,548.439359664917,3.3333333333333335,True
P19,A,22,alpha,1799551287-α-3,501.03450616200763,23.333333333333332,True
P19,B,23,alpha,1799551287-α-6,804.1745383163978,96.66666666666667,True
P19,A,24,beta,1799551287-β-4,482.9392989476522,10.0,True
P19,A,25,gamma,1799551287-γ-1,527.185845375061,10.0,True
P19,A,26,gamma,1799551287-γ-6,462.9158020019531,13.333333333333334,True
P19,B,27,beta,1799551287-β-9,793.0590340069363,86.66666666666667,True
