participant,n_trials,n_analyzed,n_events,n_valid_events,excluded_carryover,suspected_carryover,manual_corrections,unresolved_rate,ambiguous_rate,borderline_events,qc_extra_presses,sync_methods
P19,27,27,810,810,0,0,40,0.0,0.055555555555555566,14,41,auto
