participant,finger_id,x,y,estimator
P06,1,1.1672453740063835,0.46494112996494064,naive
P06,2,0.8627289516825072,0.2359670563768017,naive
P06,3,1.0751129583878951,0.2832087648743614,naive
P06,4,1.1498910140991212,0.21984106584028773,naive
P06,5,1.2379494943926412,0.40179207560516184,naive
P06,1,0.9347748090239132,0.46494112996494064,oldham
P06,2,0.7447454234941063,0.2359670563768017,oldham
P06,3,0.9335085759507145,0.2832087648743614,oldham
P06,4,1.0399704811789774,0.21984106584028773,oldham
P06,5,1.0370534565900602,0.40179207560516184,oldham
P06,1,1.1171177625656128,0.5259660482406616,split_half
P06,2,0.8571029825413481,0.24698457927823825,split_half
P06,3,1.0897429784138997,0.2656527408431558,split_half
P06,4,1.0947585741678874,0.30253972573713817,split_half
P06,5,1.6002657413482666,0.20251813977956767,split_half
