participant,condition,trial_index,level,sequence,rt_ms,fa_pct,included
P06,A,1,alpha,1799551287-α-2,460.2541208267212,30.0,True
P06,B,2,alpha,1799551287-α-3,1134.4669500986736,96.66666666666667,True
P06,C,3,gamma,1799551287-γ-3,714.8908535639446,100.0,True
P06,B,4,beta,1799551287-β-6,897.2330411275228,93.33333333333333,True
P06,A,5,alpha,1799551287-α-6,359.3822479248047,10.0,True
P06,C,6,beta,1799551287-β-4,890.500275293986,100.0,True
P06,A,7,gamma,1799551287-γ-4,759.6617698669434,13.333333333333334,True
P06,A,8,beta,1799551287-β-5,433.1645307869747,20.0,True
P06,C,9,gamma,1799551287-γ-9,850.5030314127604,100.0,True
P06,C,10,alpha,1799551287-α-1,935.7915719350179,100.0,True
P06,C,11,alpha,1799551287-α-8,724.4583288828533,100.0,True
P06,B,12,beta,1799551287-β-2,1382.1003595987954,96.66666666666667,True
P06,A,13,gamma,1799551287-γ-8,551.0073661804199,16.666666666666664,True
P06,A,14,beta,1799551287-β-7,431.6224892934163,20.0,True
P06,B,15,gamma,1799551287-γ-5,1211.894702911377,96.66666666666667,True
P06,C,16,gamma,1799551287-γ-1,663.2241487503052,100.0,True
P06,C,17,alpha,1799551287-α-4,750.943112373352,100.0,True
P06,B,18,alpha,1799551287-α-9,1104.8495531082153,96.66666666666667,True
P06,A,19,gamma,1799551287-γ-6,506.6506147384644,3.3333333333333335,True
P06,C,20,beta,1799551287-β-1,671.831711133321,100.0,True
P06,B,21,gamma,1799551287-γ-7,1207.038982709249,86.66666666666667,True
P06,C,22,beta,1799551287-β-3,891.3174629211426,100.0,True
P06,B,23,alpha,1799551287-α-7,815.4590447743734,96.66666666666667,True
P06,B,24,gamma,1799551287-γ-2,1031.013043721517,96.66666666666667,True
P06,B,25,beta,1799551287-β-8,934.3656142552693,100.0,True
P06,A,26,beta,1799551287-β-9,366.6759093602499,13.333333333333334,True
P06,A,27,alpha,1799551287-α-5,472.77668317159015,26.666666666666668,True
