condition,n,rt_ms,fa_pct,rt_sd_ms,fa_sd_pct
A,9,482.3550813499539,17.037037037037038,120.56124044098094,8.240220541217402
B,9,1079.8245880338882,95.55555555555556,178.6681244360502,3.726779962499649
C,9,788.1622773629647,100.0,104.13292816153921,0.0
