condition,n_events,median_ms,mean_ms,sd_ms,min_ms,p95_ms,max_ms
A,269,396.3439464569092,482.53794585018795,361.7524493410902,251.5430450439453,790.1301860809325,4724.556922912598
B,270,979.0198802947998,1079.8245880338882,425.2161086398426,575.3481388092041,1860.9616875648499,3291.184902191162
C,270,726.069450378418,788.1622773629648,240.89313842858525,442.2309398651123,1217.110824584961,2194.883108139038
