condition,n,rt_ms,fa_pct,rt_sd_ms,fa_sd_pct
A,9,472.634763735921,21.85185185185185,63.78495075926503,6.260793149769247
B,9,882.7013341555345,93.70370370370371,49.83497112738756,6.33430791721743
C,9,658.6251550250583,99.62962962962962,92.20310450030328,1.1111111111111036
