participant,condition,level,n_trials,n_analyzed,key_accuracy,fa_main,fa_given_key,rt_correct_key_s,rt_complete_s
P13,A,alpha,3,3,1.0,0.2333333333333333,0.2333333333333333,0.4225772725211249,0.381232625246048
P13,A,beta,3,3,0.9888888888888889,0.17777777777777778,0.1793103448275862,0.4714778519224847,0.464066614707311
P13,A,gamma,3,3,1.0,0.24444444444444446,0.24444444444444446,0.5238491667641534,0.518139641751688
P13,B,alpha,3,3,0.9888888888888889,0.9666666666666667,0.9773946360153257,0.8850575828004157,0.8871822105383181
P13,B,beta,3,3,1.0,0.888888888888889,0.888888888888889,0.8526009427176581,0.8592531092961629
P13,B,gamma,3,3,0.9888888888888889,0.9555555555555556,0.9666666666666668,0.9104454769485298,0.9153314866064411
P13,C,alpha,3,3,1.0,1.0,1.0,0.6051807589001126,0.6051807589001126
P13,C,beta,3,3,1.0,1.0,1.0,0.6106415934032864,0.6106415934032864
P13,C,gamma,3,3,1.0,0.9888888888888889,0.9888888888888889,0.760053112771776,0.7584517874480207
