participant_id,actuator_type,attachment_method,n_trials,mean_peak_delta,sd_peak_delta,mean_rms_delta,sd_rms_delta,mean_onset_delay_ms,sd_onset_delay_ms,valid_onset_count
1,ERM,eyelash_glue,5,534.1806387348622,297.4110441129896,280.23226698503686,144.2488062428321,12.787791900336742,0.5001464112085554,5
1,ERM,putty,5,427.8647842601671,154.19490807675805,226.17063827825808,92.92988110304665,12.512183375656605,0.5449223687872472,5
1,ERM,tape,5,417.9835391594423,297.68985021361624,220.2660198427685,148.39965540549673,12.044891528785229,0.775591168838942,5
1,LRA,eyelash_glue,5,290.05277397708335,48.76114652342534,160.89708665167115,18.074128992139435,12.909266632050276,0.26837797607510255,5
1,LRA,putty,5,315.06877797417235,111.77942545209667,168.1629280840931,62.312323540668054,12.934141606092453,0.3940861581017334,5
1,LRA,tape,5,353.7169406541955,63.59860541694874,183.79848206671568,37.75629134828547,12.505274824798107,0.9729945882030054,5
