participant,condition,mean,sd_raw,sd_corrected,range,cv_raw,cv_corrected,mean_cell_sem,n_fingers
P18,B,0.9457983488725773,0.05625879364599133,0.03705715698264883,0.12650873637230464,0.05948286303634772,0.03918082224062051,0.040378683750070234,5
P18,C,0.6503833931805493,0.09912202995977837,0.0954738692338627,0.24331161449937255,0.15240553648678673,0.1467962900574227,0.025904159480283233,5
