condition,n,rt_ms,fa_pct,rt_sd_ms,fa_sd_pct
A,9,461.5870445102176,17.77777777777778,46.18638021722761,5.000000000000001
B,9,947.3850378740489,97.03703703703704,87.40444080972429,3.513641844631536
C,9,639.4766301487598,98.51851851851853,65.63370476199097,1.7568209223157616
