participant,condition,trial_index,level,sequence,rt_ms,fa_pct,included
P18,C,1,alpha,1799551287-α-1,697.5366195042928,100.0,True
P18,B,2,beta,1799551287-β-7,1008.9088280995686,100.0,True
P18,C,3,alpha,1799551287-α-3,535.7353448867798,100.0,True
P18,A,4,beta,1799551287-β-8,499.42155679066974,26.666666666666668,True
P18,B,5,gamma,1799551287-γ-2,1067.551056543986,96.66666666666667,True
P18,A,6,alpha,1799551287-α-4,435.91929276784265,10.0,True
P18,B,7,beta,1799551287-β-3,1007.1355581283569,96.66666666666667,True
P18,B,8,beta,1799551287-β-4,912.5245094299316,100.0,True
P18,A,9,beta,1799551287-β-5,412.74259090423584,16.666666666666664,True
P18,C,10,gamma,1799551287-γ-9,718.9581314722698,100.0,True
P18,C,11,gamma,1799551287-γ-6,674.3103424708049,100.0,True
P18,A,12,gamma,1799551287-γ-4,488.3893111656452,13.333333333333334,True
P18,C,13,alpha,1799551287-α-9,578.9460500081381,96.66666666666667,True
P18,C,14,beta,1799551287-β-1,596.2004741032918,96.66666666666667,True
P18,C,15,beta,1799551287-β-6,614.3573974740917,96.66666666666667,True
P18,B,16,alpha,1799551287-α-7,877.4809837341309,96.66666666666667,True
P18,B,17,alpha,1799551287-α-5,1054.5472939809165,100.0,True
P18,B,18,gamma,1799551287-γ-7,876.1772040663094,90.0,True
P18,A,19,gamma,1799551287-γ-3,533.2496421677725,16.666666666666664,True
P18,A,20,alpha,1799551287-α-6,448.53832721710205,16.666666666666664,True
P18,C,21,beta,1799551287-β-9,620.5663919448853,100.0,True
P18,A,22,beta,1799551287-β-2,473.8955656687419,20.0,True
P18,B,23,alpha,1799551287-α-8,890.771730740865,93.33333333333333,True
P18,B,24,gamma,1799551287-γ-5,831.3681761423746,100.0,True
P18,C,25,gamma,1799551287-γ-1,718.6789194742838,96.66666666666667,True
P18,A,26,gamma,1799551287-γ-8,478.7624279658,16.666666666666664,True
P18,A,27,alpha,1799551287-α-2,383.36468594414845,23.333333333333332,True
