condition,n_events,median_ms,mean_ms,sd_ms,min_ms,p95_ms,max_ms
A,265,406.43882751464844,461.53541151082743,237.81009416983287,249.11904335021973,840.3149604797356,2487.401008605957
B,269,868.8290119171143,947.6497510108805,313.74013947431615,509.32908058166504,1511.7483615875242,2829.0281295776367
C,269,594.6311950683594,639.5700101958774,207.4456170985599,332.5808048248291,1049.094009399414,1506.6070556640625
