participant,position,condition,level,fa_main_raw,fa_main_adjusted,rt_correct_key_s_raw,rt_correct_key_s_adjusted
P18,1,C,alpha,1.0,0.9888888888888887,0.6975366195042928,0.8868947820492935
P18,2,B,beta,1.0,0.9888888888888887,1.0089088280995686,0.8261500302250203
P18,3,C,alpha,1.0,0.9888888888888887,0.5357353448867798,0.7250935074317805
P18,5,B,gamma,0.9666666666666667,0.9888888888888887,1.067551056543986,0.935949744971167
P18,7,B,beta,0.9666666666666667,0.9555555555555554,1.007135558128357,0.8243767602538087
P18,8,B,beta,1.0,0.9888888888888887,0.9125245094299317,0.7297657115553834
P18,10,C,gamma,1.0,0.9888888888888887,0.7189581314722697,0.8084065010112211
P18,11,C,gamma,1.0,0.9888888888888887,0.6743103424708049,0.7637587120097563
P18,13,C,alpha,0.9666666666666667,0.9555555555555554,0.578946050008138,0.7683042125531387
P18,14,C,beta,0.9666666666666667,0.9666666666666665,0.5962004741032918,0.7792565536072731
P18,15,C,beta,0.9666666666666667,0.9666666666666665,0.6143573974740917,0.797413476978073
P18,16,B,alpha,0.9666666666666667,0.9777777777777775,0.8774809837341309,0.7299784815935643
P18,17,B,alpha,1.0,1.0111111111111108,1.0545472939809164,0.9070447918403498
P18,18,B,gamma,0.9,0.922222222222222,0.8761772040663094,0.7445758924934903
P18,21,C,beta,1.0,0.9999999999999998,0.6205663919448853,0.8036224714488666
P18,23,B,alpha,0.9333333333333333,0.9444444444444442,0.890771730740865,0.7432692286002984
P18,24,B,gamma,1.0,1.0222222222222221,0.8313681761423747,0.6997668645695556
P18,25,C,gamma,0.9666666666666667,0.9555555555555554,0.7186789194742839,0.8081272890132353
