condition,n,rt_ms,fa_pct,rt_sd_ms,fa_sd_pct
A,9,500.4388038530508,19.62962962962963,76.81099262870423,8.731240914167618
B,9,990.4169303399545,95.18518518518519,53.60523138728931,4.444444444444447
C,9,820.5649453561424,99.25925925925927,145.7959617220161,1.4698618394803258
