participant,finger_id,x,y,estimator
P16,1,1.0132586336135865,0.041686719002262285,naive
P16,2,0.9117087207991501,0.23447169092879894,naive
P16,3,0.9408806757493453,0.19257507429094967,naive
P16,4,1.1046107433460377,0.28469507915002334,naive
P16,5,1.0306885898113252,0.05935229008848031,naive
P16,1,0.9924152741124553,0.041686719002262285,oldham
P16,2,0.7944728753347506,0.23447169092879894,oldham
P16,3,0.8445931386038705,0.19257507429094967,oldham
P16,4,0.962263203771026,0.28469507915002334,oldham
P16,5,1.001012444767085,0.05935229008848031,oldham
P16,1,1.0303613564063763,0.018068673240790534,split_half
P16,2,0.9366483052571615,0.20775070758092973,split_half
P16,3,0.9634779021143913,0.1611354550004508,split_half
P16,4,1.114740524291992,0.2759625093690281,split_half
P16,5,1.075744752883911,-0.01574131503249654,split_half
