participant,condition,mean,sd_raw,sd_corrected,range,cv_raw,cv_corrected,mean_cell_sem,n_fingers
P20,B,0.9924725201945284,0.10954692703427259,0.10438469437839154,0.25645545266923453,0.11037779364692231,0.10517640766308749,0.03149976574535328,5
P20,C,0.7387390235738599,0.08509409332746465,0.08028822353127951,0.2136663439727965,0.11518830143261932,0.1086827972656195,0.027397867381720703,5
