participant,position,condition,level,fa_main_raw,fa_main_adjusted,rt_correct_key_s_raw,rt_correct_key_s_adjusted
P20,1,C,beta,0.9333333333333333,0.9388888888888888,0.8411523342132569,0.9819580680718063
P20,4,B,beta,0.8666666666666667,0.8944444444444444,1.1208056170364906,0.932582941883521
P20,5,C,alpha,1.0,1.0055555555555555,0.7790069580078125,0.9469724807398225
P20,6,C,gamma,1.0,0.9833333333333333,0.8040713946024577,0.8996129612051816
P20,7,B,beta,1.0,1.0277777777777777,1.092691135406494,0.9044684602535245
P20,9,B,gamma,0.9666666666666667,0.961111111111111,1.1384904464085897,0.9397064599649811
P20,10,C,gamma,1.0,0.9833333333333333,0.7840581893920898,0.8795997559948138
P20,12,C,beta,1.0,1.0055555555555555,0.7297408262888591,0.8705465601474085
P20,13,B,beta,1.0,1.0277777777777777,0.9363059123357137,0.748083237182744
P20,15,C,alpha,0.9333333333333333,0.9388888888888888,0.6609703381856282,0.8289358609176383
P20,18,B,alpha,1.0,0.9833333333333333,0.864779535929362,0.8474733743326569
P20,19,B,gamma,1.0,0.9944444444444444,1.0432939608891805,0.844509974445572
P20,20,B,alpha,1.0,0.9833333333333333,0.9054792165756226,0.8881730549789175
P20,21,C,alpha,1.0,1.0055555555555555,0.6412607749303182,0.8092262976623282
P20,23,B,gamma,1.0,0.9944444444444444,0.9997021913528442,0.8009182049092357
P20,24,B,alpha,1.0,0.9833333333333333,0.8667943716049195,0.8494882100082144
P20,25,C,gamma,1.0,0.9833333333333333,0.7103803555170695,0.8059219221197934
P20,27,C,beta,1.0,1.0055555555555555,0.5918242772420247,0.7326300111005741
