condition,n_events,median_ms,mean_ms,sd_ms,min_ms,p95_ms,max_ms
A,270,450.4413604736328,492.47638826017027,206.59875378555043,279.9091339111328,774.581825733184,2816.2009716033936
B,269,910.9828472137451,996.02031973658,266.93363492193356,614.8011684417725,1512.8873825073242,2113.784074783325
C,270,673.940896987915,726.9406053755018,214.99546322326796,402.9581546783447,1093.8055276870723,2043.0960655212402
