participant,n_trials,n_analyzed,n_events,n_valid_events,excluded_carryover,suspected_carryover,manual_corrections,unresolved_rate,ambiguous_rate,borderline_events,qc_extra_presses,sync_methods
P20,27,27,810,810,0,0,23,0.0,0.06296296296296296,28,1,"auto, manual"
