condition,n,rt_ms,fa_pct,rt_sd_ms,fa_sd_pct
A,9,492.4763882601703,20.0,70.96270491964714,6.454972243679029
B,9,996.4824875043573,98.14814814814815,107.90492097858922,4.444444444444438
C,9,726.9406053755018,98.51851851851852,83.06504670304739,2.9397236789606604
