participant,condition,level,n_trials,n_analyzed,key_accuracy,fa_main,fa_given_key,rt_correct_key_s,rt_complete_s
P20,A,alpha,3,3,1.0,0.26666666666666666,0.26666666666666666,0.4270232518513997,0.4131941298643748
P20,A,beta,3,3,1.0,0.14444444444444446,0.14444444444444446,0.48333080874549017,0.4744603474934896
P20,A,gamma,3,3,1.0,0.18888888888888888,0.18888888888888888,0.567075104183621,0.5343962609767914
P20,B,alpha,3,3,1.0,1.0,1.0,0.8790177080366347,0.8790177080366347
P20,B,beta,3,3,0.9888888888888889,0.9555555555555556,0.9655172413793104,1.0499342215928993,1.0569642637529943
P20,B,gamma,3,3,1.0,0.9888888888888889,0.9888888888888889,1.0604955328835382,1.0603282152007822
P20,C,alpha,3,3,1.0,0.9777777777777779,0.9777777777777779,0.6937460237079196,0.6876048438132756
P20,C,beta,3,3,1.0,0.9777777777777779,0.9777777777777779,0.7209058125813802,0.7227461065564836
P20,C,gamma,3,3,1.0,1.0,1.0,0.7661699798372057,0.7661699798372057
