condition,n,rt_ms,fa_pct,rt_sd_ms,fa_sd_pct
A,9,476.9606780296824,15.925925925925924,68.41463863000494,7.412035591181296
B,9,1276.6898539178976,98.14814814814815,308.79936060664306,2.421610524189262
C,9,861.9913692827578,99.62962962962962,111.58943577430766,1.111111111111109
