condition,n_events,median_ms,mean_ms,sd_ms,min_ms,p95_ms,max_ms
A,267,416.4869785308838,477.0803085427159,247.3412190494231,229.17413711547852,801.1750459671019,2938.955783843994
B,269,1139.0893459320068,1273.8602090502318,551.0858328572558,611.9930744171143,2239.25290107727,4257.84707069397
C,270,811.1050128936768,861.9913692827578,296.6515849704051,355.1468849182129,1411.7061138153076,2300.7402420043945
