participant,finger_id,x,y,estimator
P04,1,1.0404005845387776,0.22569778230455184,naive
P04,2,1.1175556006254974,0.4299555686497205,naive
P04,3,1.4592876791954041,0.6140038495478424,naive
P04,4,1.556030439880659,0.5479047118492846,naive
P04,5,1.1516959539481573,0.16531866119832417,naive
P04,1,0.9275516933865017,0.22569778230455184,oldham
P04,2,0.9025778163006372,0.4299555686497205,oldham
P04,3,1.152285754421483,0.6140038495478424,oldham
P04,4,1.2820780839560166,0.5479047118492846,oldham
P04,5,1.0690366233489952,0.16531866119832417,oldham
P04,1,1.1773831222368323,0.05987681561743308,split_half
P04,2,1.2293388942877452,0.3405289337199222,split_half
P04,3,1.6830849183930292,0.2783079907514048,split_half
P04,4,1.7202775313936431,0.3494394762710955,split_half
P04,5,1.1773967809147305,0.11905717265849214,split_half
