participant,condition,mean,sd_raw,sd_corrected,range,cv_raw,cv_corrected,mean_cell_sem,n_fingers
P17,B,0.8590464550642893,0.0664654277375127,0.048786643853122556,0.1462880816579124,0.07737116816638112,0.056791624673512515,0.0413966928563464,5
P17,C,0.6735671039344056,0.10241304437905774,0.09753325708247038,0.2309874071569865,0.15204579288514525,0.14480109927097706,0.028528299859518713,5
