participant,n_trials,n_analyzed,n_events,n_valid_events,excluded_carryover,suspected_carryover,manual_corrections,unresolved_rate,ambiguous_rate,borderline_events,qc_extra_presses,sync_methods
P17,27,27,810,810,0,0,42,0.0,0.11358024691358025,39,11,"auto, manual"
