participant,condition,level,n_trials,n_analyzed,key_accuracy,fa_main,fa_given_key,rt_correct_key_s,rt_complete_s
P17,A,alpha,3,3,0.9888888888888889,0.22222222222222224,0.22375478927203063,0.4711280708568763,0.4266064961751302
P17,A,beta,3,3,0.9888888888888889,0.24444444444444446,0.2478927203065134,0.3990031691803329,0.49655313403518103
P17,A,gamma,3,3,0.9888888888888889,0.18888888888888888,0.19042145593869733,0.4687414056953343,0.4191299979648893
P17,B,alpha,3,3,1.0,0.9777777777777779,0.9777777777777779,0.7650711483425564,0.7612152154483492
P17,B,beta,3,3,1.0,1.0,1.0,0.7670795202255251,0.7670795202255251
P17,B,gamma,3,3,1.0,0.9666666666666667,0.9666666666666667,1.0400919596354168,1.0460159387298797
P17,C,alpha,3,3,1.0,1.0,1.0,0.5803552256690131,0.5803552256690131
P17,C,beta,3,3,1.0,0.9888888888888889,0.9888888888888889,0.7291012763977052,0.7337571200739835
P17,C,gamma,3,3,0.9888888888888889,0.9777777777777779,0.9885057471264368,0.6698881487280016,0.6715897584718372
