participant,finger_id,x,y,estimator
P17,1,0.8634885946909586,0.17282632986704505,naive
P17,2,0.7924005864030224,0.20997342532252572,naive
P17,3,0.792381356974117,0.23805715154149765,naive
P17,4,0.9386694386320295,0.15335782604242354,naive
P17,5,0.9082922986213197,0.15318202287592786,naive
P17,1,0.777075429757436,0.17282632986704505,oldham
P17,2,0.6874138737417594,0.20997342532252572,oldham
P17,3,0.6733527812033682,0.23805715154149765,oldham
P17,4,0.8619905256108177,0.15335782604242354,oldham
P17,5,0.8317012871833558,0.15318202287592786,oldham
P17,1,0.9161592171742365,0.10075074120571736,split_half
P17,2,0.8368205518433542,0.1535942384174892,split_half
P17,3,0.8726739652695195,0.15508812296958197,split_half
P17,4,1.0866616512167042,-0.025466097497391926,split_half
P17,5,0.955613340650286,0.08344575041218816,split_half
