metric,estimator,x_axis,r_two_stage,r_ci95_lo,r_ci95_hi,t,df,p,n_participants,slope_mean,slope_ci95_lo,slope_ci95_hi,slope_p,rm_corr_r,rm_corr_p,rm_corr_dof,coupling_caveat
rt_complete_s,naive,baseline RT under B,0.5117693533197548,0.27532037718953484,0.6898327304224013,4.29032503944584,14,0.0007474066937653123,15,0.553391099548031,0.2718022959343805,0.8349799031616816,0.0008649028791254707,0.5917399154356014,5.10563003369861e-07,59,"Mathematically coupled: the y-axis contains the x-axis, which manufactures a positive correlation even under a uniform benefit. Shown for completeness, not as evidence."
rt_complete_s,oldham,mean of B and C RT,-0.10806401689824431,-0.378673542190071,0.17956673950608482,-0.8022921289589503,14,0.43579202201781253,15,-0.13142595969809764,-0.4861507181776965,0.22329879878150125,0.4400831673879062,0.08766256636773145,0.5017127231583569,59,Oldham's correction removes the shared-noise term; residual bias remains only to the extent that B and C differ in variance.
rt_complete_s,split_half,baseline RT under B (half 1 of the trials),0.2315937118938276,-0.08423877508688783,0.5051410655779491,1.5793893627833766,14,0.1365691321128213,15,0.17064416785300204,-0.11486254707367602,0.4561508827796801,0.22069534943879793,0.18357817703266108,0.1567178100699958,59,"No coupling by construction: the baseline is measured on trials that contribute nothing to the benefit. Noisier, but unbiased."
