metric,effect,label,df1,df2,SS,MS,F,p_uncorrected,partial_eta_sq,mauchly_applicable,mauchly_W,mauchly_p,gg_epsilon,gg_df1,gg_df2,p_gg,correction_applied,p_reported,n_participants
rt_complete_s,condition,Condition (B vs C),1.0,17.0,1.7034392343602776,1.7034392343602776,119.94632143232131,4.018503504547431e-09,0.875863770401446,False,,,1.0,,,,none,4.018503504547431e-09,18
rt_complete_s,repetition,Repetition (1–3),2.0,34.0,0.3471908689882885,0.17359543449414425,48.25470634709764,1.1728173702279185e-10,0.7394823921270145,True,0.8002688436686797,0.16822373570157328,0.8335200721617883,1.6670401443235765,28.3396824535008,3.1358496814215338e-09,Greenhouse–Geisser,3.1358496814215338e-09,18
rt_complete_s,condition * repetition,Condition × Repetition,2.0,34.0,0.0030006016357858045,0.0015003008178929023,0.3999622322369836,0.6734579250199502,0.02298638507938666,True,0.9082098375403377,0.4629025937315311,0.9159269192782675,1.831853838556535,31.141515255461094,0.6558752721938019,Greenhouse–Geisser,0.6558752721938019,18
