metric,effect,label,df1,df2,SS,MS,F,p_uncorrected,partial_eta_sq,mauchly_applicable,mauchly_W,mauchly_p,gg_epsilon,gg_df1,gg_df2,p_gg,correction_applied,p_reported,n_participants
rt_complete_s,condition,Condition (B vs C),1.0,19.0,1.8254716410285547,1.8254716410285547,133.190041748262,4.993352268867696e-10,0.8751560891781083,False,,,1.0,,,,none,4.993352268867696e-10,20
rt_complete_s,level,"Difficulty (α, β, γ)",2.0,38.0,0.2585849757520106,0.1292924878760053,31.609398989671654,8.239977014199618e-09,0.6245756642184683,True,0.7249308152484322,0.0552928594135396,0.7842711689364594,1.5685423378729189,29.802304419585457,2.356554756231841e-07,Greenhouse–Geisser,2.356554756231841e-07,20
rt_complete_s,condition * level,Condition × Difficulty,2.0,38.0,0.03506598564467406,0.01753299282233703,2.76215046188012,0.07585497222677834,0.12692451817748746,True,0.8188655574539073,0.16554399841428008,0.8466436706767816,1.6932873413535632,32.1724594857177,0.08604438878345061,Greenhouse–Geisser,0.08604438878345061,20
