level,level_symbol,difficulty_occurrence,metric,n,mean,sd,sem,ci95_lo,ci95_hi
alpha,α,9,key_accuracy_raw,20,0.9799999999999999,0.04763408283942513,0.010651304727481077,0.9566666666666667,0.9966666666666667
beta,β,1,key_accuracy_raw,20,0.9949999999999999,0.01631201616431976,0.0036474776993494365,0.9866666666666667,1.0
beta,β,2,key_accuracy_raw,20,0.99,0.01567207819938757,0.003504383220252311,0.9833333333333332,0.9966666666666667
beta,β,3,key_accuracy_raw,20,0.9850000000000001,0.025305155150541606,0.005658404709778996,0.973333333333333,0.9949999999999999
beta,β,4,key_accuracy_raw,20,0.9933333333333334,0.013679711361135386,0.0030588764516074896,0.9866666666666667,0.9983333333333334
beta,β,5,key_accuracy_raw,20,1.0,0.0,0.0,1.0,1.0
beta,β,6,key_accuracy_raw,20,0.9983333333333334,0.007453559924999298,0.0016666666666666663,0.9949999999999999,1.0
beta,β,7,key_accuracy_raw,20,0.9949999999999999,0.01631201616431976,0.0036474776993494365,0.9866666666666667,1.0
beta,β,8,key_accuracy_raw,20,0.9966666666666667,0.01025978352085154,0.0022941573387056176,0.9916666666666666,1.0
beta,β,9,key_accuracy_raw,20,0.9950000000000001,0.01631201616431976,0.0036474776993494365,0.9866666666666667,1.0
gamma,γ,1,key_accuracy_raw,20,0.9848850574712644,0.023155098126184433,0.0051776373435826395,0.9746551724137931,0.9933333333333334
gamma,γ,2,key_accuracy_raw,20,0.9933333333333334,0.013679711361135386,0.0030588764516074896,0.9866666666666666,0.9983333333333334
gamma,γ,3,key_accuracy_raw,20,0.9949999999999999,0.012211584951084107,0.0027305934063637507,0.9899999999999999,1.0
gamma,γ,4,key_accuracy_raw,20,0.9899999999999999,0.01567207819938757,0.003504383220252311,0.9833333333333332,0.9966666666666667
gamma,γ,5,key_accuracy_raw,20,0.985,0.04520906600586663,0.01010905447883927,0.9633333333333332,0.9983333333333334
gamma,γ,6,key_accuracy_raw,20,0.99,0.01904135235258264,0.004257775824390033,0.9816666666666667,0.9966666666666667
gamma,γ,7,key_accuracy_raw,20,0.9933333333333334,0.013679711361135386,0.0030588764516074896,0.9866666666666666,0.9983333333333334
gamma,γ,8,key_accuracy_raw,20,0.9866666666666667,0.03315743061032266,0.007414226880391381,0.9700000000000001,0.9983333333333334
gamma,γ,9,key_accuracy_raw,20,0.9983333333333334,0.007453559924999298,0.0016666666666666663,0.9949999999999999,1.0
alpha,α,1,rt_correct_key_s_adjusted,20,0.7630638962550893,0.11647578542260156,0.026044777393761615,0.7143024135237958,0.8128523491175234
alpha,α,2,rt_correct_key_s_adjusted,20,0.7420009390143025,0.13148186346296523,0.029400238451153613,0.6866696049081257,0.7994001040792809
alpha,α,3,rt_correct_key_s_adjusted,20,0.686324695877651,0.09844376659003166,0.022012695405643348,0.6459532374619454,0.7288658524241726
alpha,α,4,rt_correct_key_s_adjusted,20,0.6472351235709878,0.08876358629450519,0.019848141288118227,0.6092309165101815,0.6857707082866509
alpha,α,5,rt_correct_key_s_adjusted,20,0.6774206232167289,0.08025517803499428,0.01794560336325952,0.6420834213912411,0.7105808046621233
alpha,α,6,rt_correct_key_s_adjusted,20,0.677153566928991,0.10618002466920737,0.023742575301295227,0.6331527462220691,0.7230863145568721
alpha,α,7,rt_correct_key_s_adjusted,20,0.653400025955372,0.11216420953631133,0.02508067971657223,0.6055582030036902,0.7020776641708782
alpha,α,8,rt_correct_key_s_adjusted,20,0.6377301453242439,0.07439802475470314,0.016635904074322833,0.6044680346222912,0.6684663255957196
alpha,α,9,rt_correct_key_s_adjusted,20,0.6483843028676086,0.08344568818480884,0.01865902312104836,0.6117472718426574,0.6833208591686023
beta,β,1,rt_correct_key_s_adjusted,20,0.777547045175305,0.13179517665622287,0.029470297410990776,0.7222903897119264,0.8350425365580625
beta,β,2,rt_correct_key_s_adjusted,20,0.7644562434939056,0.12444339489525758,0.027826389033664623,0.7131964125269642,0.8189459007167145
beta,β,3,rt_correct_key_s_adjusted,20,0.726675489747816,0.11207139922488027,0.02505992670003495,0.6807500500740874,0.7768321999554533
beta,β,4,rt_correct_key_s_adjusted,20,0.7161681138292738,0.12521147162116655,0.02799813621077142,0.6652756398174737,0.7721520506240319
beta,β,5,rt_correct_key_s_adjusted,20,0.682572066461347,0.09015445710890789,0.02015914945701072,0.6456519219104058,0.7235917913597205
beta,β,6,rt_correct_key_s_adjusted,20,0.6992528371333606,0.10402190860104497,0.02326000587812066,0.6553290511437864,0.7439828003132628
beta,β,7,rt_correct_key_s_adjusted,20,0.6907676766346424,0.1037836488947664,0.02320672938816686,0.6461227529165311,0.7355387991449842
beta,β,8,rt_correct_key_s_adjusted,20,0.690761947963432,0.09601004247002916,0.0214684981485627,0.6514782346978495,0.7328512477961461
beta,β,9,rt_correct_key_s_adjusted,20,0.6546992259670545,0.07409787818418576,0.016568789260833803,0.6214314664754657,0.6847876371421865
gamma,γ,1,rt_correct_key_s_adjusted,20,0.929668527190195,0.18953572569759317,0.0423814766824572,0.8556773280450035,1.017891579129601
gamma,γ,2,rt_correct_key_s_adjusted,20,0.8221899683631048,0.16426342342003059,0.03673041809840193,0.7588093376240812,0.897523861649775
gamma,γ,3,rt_correct_key_s_adjusted,20,0.797811468764998,0.09286168274494903,0.02076450351227253,0.7576398987098097,0.8373960946303286
gamma,γ,4,rt_correct_key_s_adjusted,20,0.7663089292935094,0.10248857231057033,0.022917141460333794,0.7246208212390868,0.81184196584831
gamma,γ,5,rt_correct_key_s_adjusted,20,0.7759556930869641,0.09462714623395614,0.021159273149593913,0.7375482641358786,0.8180950939192945
gamma,γ,6,rt_correct_key_s_adjusted,20,0.7624046140184053,0.11706691206036525,0.026176957328296665,0.7115178620654715,0.8121097231065606
gamma,γ,7,rt_correct_key_s_adjusted,20,0.7430050405353261,0.10370872151983156,0.023189975117793866,0.6991109399377194,0.7881246004753629
gamma,γ,8,rt_correct_key_s_adjusted,20,0.7554301090706073,0.10160081007745514,0.022718631790223535,0.713109876048608,0.7991545138782297
gamma,γ,9,rt_correct_key_s_adjusted,20,0.748539617244223,0.11531941300840588,0.025786204661216908,0.7003675322122249,0.7986795929774619
alpha,α,1,rt_correct_key_s_raw,20,0.7326534116238796,0.281493484085044,0.06294385656374135,0.6154447057503833,0.8567113995147848
alpha,α,2,rt_correct_key_s_raw,20,0.7577483728562278,0.2922486830597426,0.06534879216563756,0.6345513829085333,0.8837918421889858
alpha,α,3,rt_correct_key_s_raw,20,0.7496078097761558,0.1679376521108193,0.03755200061015029,0.6753389546165766,0.8160391088945329
alpha,α,4,rt_correct_key_s_raw,20,0.7089998376643522,0.1652754558077468,0.03695671541983842,0.6394969382186731,0.7804909895744132
alpha,α,5,rt_correct_key_s_raw,20,0.6280463096641359,0.17665031190477778,0.039500210566562347,0.55653553909631,0.7077971726982367
alpha,α,6,rt_correct_key_s_raw,20,0.6965006772677105,0.24472924790666548,0.05472312344017021,0.5964984857141971,0.8040960749785103
alpha,α,7,rt_correct_key_s_raw,20,0.6942367710327281,0.2184094130993506,0.0488378294615981,0.6010484454371464,0.7879416526127822
alpha,α,8,rt_correct_key_s_raw,20,0.5835597484845381,0.2083097629938556,0.04657947904311312,0.4987663451509598,0.6775802726684471
alpha,α,9,rt_correct_key_s_raw,20,0.5813603806412475,0.20378361032682527,0.04556740053911094,0.4962708592027034,0.6692686525407096
beta,β,1,rt_correct_key_s_raw,20,0.900595098657561,0.18452963753442975,0.04126208133903816,0.8167615415210697,0.975046452220144
beta,β,2,rt_correct_key_s_raw,20,0.7848478531563419,0.26717911859903143,0.059743067135591264,0.6761369868140111,0.903122754395008
beta,β,3,rt_correct_key_s_raw,20,0.766892180234232,0.20378457189269905,0.045567615551776804,0.6792941613923544,0.8553427420893391
beta,β,4,rt_correct_key_s_raw,20,0.7174339906511635,0.2744034358569511,0.06135847358356459,0.6048219962931913,0.8366350462114674
beta,β,5,rt_correct_key_s_raw,20,0.7251165878772735,0.22255794058366551,0.04976546840774353,0.631611048847437,0.8213306315739951
beta,β,6,rt_correct_key_s_raw,20,0.6144353309993085,0.15504364756937394,0.034668813544464015,0.5492878724072856,0.6807988011699982
beta,β,7,rt_correct_key_s_raw,20,0.6173517856045896,0.2210644331704816,0.04943150999766562,0.5260650106716429,0.7155911029035529
beta,β,8,rt_correct_key_s_raw,20,0.6628305915991465,0.23275301149553185,0.05204515556717992,0.5683680106637806,0.7661869996512073
beta,β,9,rt_correct_key_s_raw,20,0.6133972276265202,0.2147376758626884,0.0480168040559287,0.5238654798964659,0.704958672573218
gamma,γ,1,rt_correct_key_s_raw,20,0.9887841772466567,0.3832566337748128,0.08569878859482231,0.8363979171521662,1.1664991717329265
gamma,γ,2,rt_correct_key_s_raw,20,0.7605414794094262,0.2898471560647442,0.06481179440457585,0.6462847211158824,0.8924721471341862
gamma,γ,3,rt_correct_key_s_raw,20,0.8737680205120437,0.2186181415683654,0.04888450256615375,0.7820896730381868,0.9689474147380084
gamma,γ,4,rt_correct_key_s_raw,20,0.7146261069692414,0.197481093431462,0.044158114918373625,0.6335249506248825,0.8012253674693491
gamma,γ,5,rt_correct_key_s_raw,20,0.8156896126955404,0.2509102031075129,0.05610522703966778,0.7079928595851893,0.9202509137888749
gamma,γ,6,rt_correct_key_s_raw,20,0.729391334155706,0.2063903301767663,0.04615028081738756,0.6429762665042393,0.817240514076916
gamma,γ,7,rt_correct_key_s_raw,20,0.7243705334060493,0.19059022013648216,0.042617268807182335,0.6431901914103962,0.807051790727281
gamma,γ,8,rt_correct_key_s_raw,20,0.7506711308420405,0.24384321528216146,0.05452500052230286,0.6494712720548691,0.8568401004424545
gamma,γ,9,rt_correct_key_s_raw,20,0.7434715723306283,0.2000728109115205,0.04473764056476214,0.6593632757502726,0.8278216727016301
