participant,trial_index,level,a_occurrence,level_occurrence,n_target_events,n_resolved_responses,selection_coverage_pct,dominant_finger,dominant_share_pct,unique_fingers,effective_fingers,finger_switch_rate_pct,median_correct_key_rt_ms,key_accuracy_pct,n_effort_events,actual_key_travel_semitones,reference_key_travel_semitones,actual_finger_transition_steps,reference_finger_transition_steps,actual_hand_switch_pct,reference_hand_switch_pct
P12,24,beta,8,2,30,30,100.0,R2,46.666666666666664,4,3.0209452517039286,62.06896551724138,378.91459465026855,100.0,30,2.2142857142857144,2.25,0.32142857142857145,1.25,41.37931034482759,41.37931034482759
P12,25,beta,9,3,30,30,100.0,R2,36.666666666666664,8,5.889805273007505,96.55172413793103,436.0114336013794,100.0,30,2.7142857142857144,2.9285714285714284,0.9285714285714286,1.2857142857142858,48.275862068965516,41.37931034482759
P13,9,beta,1,1,30,30,100.0,R2,36.666666666666664,6,5.178831863021863,93.10344827586206,508.0488920211792,100.0,30,3.0,3.0714285714285716,0.9642857142857143,1.4285714285714286,44.827586206896555,44.827586206896555
P13,10,alpha,2,1,30,30,100.0,R2,40.0,6,4.70500725220052,86.20689655172413,438.8012886047363,100.0,30,2.857142857142857,1.5357142857142858,0.9642857142857143,0.9642857142857143,27.586206896551722,27.586206896551722
P13,11,beta,3,2,30,30,100.0,R2,73.33333333333333,5,2.467940150827993,48.275862068965516,372.5898265838623,96.66666666666667,29,2.888888888888889,2.3333333333333335,0.6296296296296297,1.1481481481481481,7.142857142857142,42.857142857142854
P13,12,gamma,4,1,30,30,100.0,R2,50.0,5,3.571308584574835,62.06896551724138,443.5689449310303,100.0,30,4.892857142857143,4.714285714285714,0.39285714285714285,2.0,51.724137931034484,58.620689655172406
P13,13,gamma,5,2,30,30,100.0,R2,43.333333333333336,5,4.299675460725576,79.3103448275862,496.60539627075195,100.0,30,5.535714285714286,5.107142857142857,0.6785714285714286,1.9285714285714286,41.37931034482759,55.172413793103445
P13,20,beta,6,3,30,30,100.0,R2,33.333333333333336,8,6.199977143828183,75.86206896551724,452.9461860656738,100.0,30,2.642857142857143,2.4642857142857144,0.7857142857142857,1.2142857142857142,27.586206896551722,48.275862068965516
P13,22,alpha,7,2,30,30,100.0,R2,40.0,7,5.3489321844823845,79.3103448275862,365.54133892059326,100.0,30,2.142857142857143,1.3928571428571428,0.8571428571428571,1.0,31.03448275862069,34.48275862068966
P13,25,alpha,8,3,30,30,100.0,R2,43.333333333333336,6,4.053184601041353,72.41379310344827,352.6090383529663,100.0,30,1.7857142857142858,1.4285714285714286,0.6428571428571429,1.0,37.93103448275862,34.48275862068966
P13,27,gamma,9,3,30,30,100.0,L2,36.666666666666664,7,4.58775909587841,72.41379310344827,434.89372730255127,100.0,30,3.8214285714285716,5.035714285714286,0.6071428571428571,2.25,58.620689655172406,51.724137931034484
P14,5,beta,1,1,30,30,100.0,R2,33.333333333333336,8,5.458875258396756,82.75862068965517,515.8073902130127,100.0,30,2.7142857142857144,2.9285714285714284,0.7857142857142857,1.2857142857142858,48.275862068965516,41.37931034482759
P14,7,gamma,2,1,30,30,100.0,R2,36.666666666666664,6,4.478276433826229,86.20689655172413,610.1274490356445,100.0,30,3.6785714285714284,4.892857142857143,0.5714285714285714,2.142857142857143,62.06896551724138,55.172413793103445
P14,12,alpha,3,1,30,30,100.0,R2,56.666666666666664,6,3.90547692182024,79.3103448275862,505.28252124786377,100.0,30,1.9285714285714286,1.2142857142857142,0.7142857142857143,0.8571428571428571,27.586206896551722,31.03448275862069
P14,13,beta,4,2,30,30,100.0,R2,73.33333333333333,4,2.1729398538137965,37.93103448275862,478.53195667266846,100.0,30,2.642857142857143,2.4642857142857144,0.14285714285714285,1.2142857142857142,27.586206896551722,48.275862068965516
P14,19,beta,5,3,30,30,100.0,R1,50.0,6,4.031424995069062,68.96551724137932,434.04698371887207,100.0,30,2.7142857142857144,2.892857142857143,0.42857142857142855,1.2142857142857142,48.275862068965516,48.275862068965516
P14,22,alpha,6,2,30,30,100.0,R2,46.666666666666664,6,4.082557763363656,68.96551724137932,531.5628051757812,100.0,30,1.8571428571428572,1.3928571428571428,0.6428571428571429,1.0,37.93103448275862,34.48275862068966
P14,23,gamma,7,2,30,30,100.0,R2,30.0,6,5.21935348588552,86.20689655172413,578.2710313796997,100.0,30,4.642857142857143,5.464285714285714,0.8214285714285714,2.1785714285714284,58.620689655172406,58.620689655172406
P14,25,alpha,8,3,30,30,100.0,R1,50.0,5,3.2212925366566254,62.06896551724138,469.2549705505371,100.0,30,2.3214285714285716,1.1428571428571428,0.6428571428571429,1.0,10.344827586206897,34.48275862068966
P14,26,gamma,9,3,30,30,100.0,R2,40.0,7,4.831167415356806,86.20689655172413,641.3750648498535,96.66666666666667,29,4.7407407407407405,5.666666666666667,0.7777777777777778,2.074074074074074,60.71428571428571,50.0
P15,1,gamma,1,1,30,30,100.0,R2,30.0,8,6.156225227687483,79.3103448275862,505.8025121688843,100.0,30,4.821428571428571,4.714285714285714,1.0,2.0,51.724137931034484,58.620689655172406
P15,2,alpha,2,1,30,30,100.0,R2,53.333333333333336,5,3.4892333392398336,58.620689655172406,460.6776237487793,100.0,30,1.7857142857142858,1.3928571428571428,0.35714285714285715,1.0,44.827586206896555,34.48275862068966
P15,3,gamma,3,2,30,30,100.0,L2,26.666666666666668,6,5.049860074133178,79.3103448275862,469.2533016204834,96.66666666666667,29,3.814814814814815,4.851851851851852,0.7407407407407407,2.185185185185185,53.57142857142857,46.42857142857143
P15,5,beta,4,1,30,30,100.0,R3,26.666666666666668,6,5.268589748361179,65.51724137931035,399.68252182006836,100.0,30,2.5714285714285716,2.357142857142857,0.5714285714285714,1.4285714285714286,31.03448275862069,44.827586206896555
P15,13,beta,5,2,30,30,100.0,R2,46.666666666666664,5,3.3779522477205104,79.3103448275862,424.4039058685303,96.66666666666667,29,2.962962962962963,3.074074074074074,0.4074074074074074,1.2592592592592593,46.42857142857143,46.42857142857143
P15,14,beta,6,3,30,30,100.0,R2,63.333333333333336,3,2.391706325367555,48.275862068965516,383.6444616317749,100.0,30,2.4285714285714284,2.2142857142857144,0.07142857142857142,1.5357142857142858,41.37931034482759,48.275862068965516
P15,17,alpha,7,2,30,30,100.0,R2,43.333333333333336,3,2.7941194570615133,62.06896551724138,456.1638832092285,100.0,30,1.5714285714285714,1.4285714285714286,0.25,1.0,44.827586206896555,34.48275862068966
P15,21,alpha,8,3,30,30,100.0,R2,50.0,4,3.1090047000059062,72.41379310344827,382.9454183578491,100.0,30,1.6071428571428572,1.2142857142857142,0.35714285714285715,0.8571428571428571,48.275862068965516,31.03448275862069
P15,27,gamma,9,3,30,30,100.0,R2,40.0,5,3.9502311162510106,75.86206896551724,409.8539352416992,96.66666666666667,29,4.222222222222222,5.62962962962963,0.5925925925925926,2.074074074074074,39.285714285714285,60.71428571428571
P16,2,beta,1,1,30,30,100.0,R2,50.0,5,3.6341443226247168,51.724137931034484,427.51479148864746,96.66666666666667,29,2.962962962962963,2.962962962962963,0.3333333333333333,1.4074074074074074,21.428571428571427,46.42857142857143
P16,4,gamma,2,1,30,30,100.0,R3,26.666666666666668,10,7.859395287828804,89.65517241379311,475.0779867172241,100.0,30,4.285714285714286,5.642857142857143,1.3571428571428572,2.1785714285714284,37.93103448275862,55.172413793103445
P16,6,alpha,3,1,30,30,100.0,R3,26.666666666666668,5,4.761141038002198,82.75862068965517,457.48281478881836,100.0,30,1.9285714285714286,1.2142857142857142,0.7857142857142857,0.8571428571428571,27.586206896551722,31.03448275862069
P16,8,gamma,4,2,30,30,100.0,R2,26.666666666666668,7,5.8007659601219865,93.10344827586206,530.9150218963623,96.66666666666667,29,4.555555555555555,5.296296296296297,1.3703703703703705,2.2962962962962963,67.85714285714286,50.0
P16,9,beta,5,2,30,30,100.0,R2,36.666666666666664,5,4.174683153007154,75.86206896551724,404.79516983032227,96.66666666666667,29,2.0,2.2962962962962963,0.7037037037037037,1.2592592592592593,35.714285714285715,42.857142857142854
P16,10,alpha,6,2,30,30,100.0,R3,30.0,5,4.595468490926572,62.06896551724138,465.15774726867676,96.66666666666667,29,1.8518518518518519,1.5185185185185186,0.48148148148148145,0.9629629629629629,21.428571428571427,35.714285714285715
P16,22,alpha,7,3,30,30,100.0,R3,60.0,5,2.9044579198760685,62.06896551724138,427.356481552124,100.0,30,2.392857142857143,1.3928571428571428,0.5714285714285714,1.0,13.793103448275861,34.48275862068966
P16,23,gamma,8,3,30,30,100.0,R3,26.666666666666668,6,5.700468509608067,82.75862068965517,508.83162021636963,100.0,30,4.607142857142857,5.107142857142857,1.1428571428571428,1.9285714285714286,34.48275862068966,55.172413793103445
P16,27,beta,9,3,30,30,100.0,R3,40.0,6,4.369358038450045,68.96551724137932,385.08403301239014,100.0,30,2.5,2.357142857142857,0.5714285714285714,1.4285714285714286,31.03448275862069,44.827586206896555
P17,2,alpha,1,1,30,30,100.0,R2,30.0,6,5.192552252716376,82.75862068965517,420.35388946533203,100.0,30,1.9285714285714286,1.2142857142857142,0.9642857142857143,0.8571428571428571,27.586206896551722,31.03448275862069
P17,3,gamma,2,1,30,30,100.0,R2,20.0,9,7.82952659724511,86.20689655172413,438.31706047058105,100.0,30,4.535714285714286,5.107142857142857,1.4285714285714286,1.9285714285714286,27.586206896551722,55.172413793103445
P17,6,alpha,3,2,30,30,100.0,R2,26.666666666666668,7,6.252416257300722,96.55172413793103,354.1111946105957,96.66666666666667,29,1.9259259259259258,1.5185185185185186,0.9259259259259259,1.037037037037037,21.428571428571427,28.57142857142857
P17,8,gamma,4,2,30,30,100.0,L2,33.333333333333336,7,5.8927396710960585,89.65517241379311,397.4921703338623,96.66666666666667,29,3.8518518518518516,5.0,1.1851851851851851,2.037037037037037,53.57142857142857,53.57142857142857
P17,13,beta,5,1,30,30,100.0,L2,20.0,6,5.919996120220826,96.55172413793103,335.5889320373535,96.66666666666667,29,2.5185185185185186,2.4444444444444446,1.1481481481481481,1.4074074074074074,39.285714285714285,46.42857142857143
P17,16,alpha,6,3,30,30,100.0,L2,40.0,6,4.88800726190538,68.96551724137932,350.0593900680542,100.0,30,1.9642857142857142,1.4642857142857142,0.5714285714285714,0.9285714285714286,24.137931034482758,31.03448275862069
P17,17,beta,7,2,30,30,100.0,R2,40.0,6,4.763204795668372,89.65517241379311,367.55263805389404,100.0,30,2.8214285714285716,2.9642857142857144,1.0,1.2857142857142858,31.03448275862069,44.827586206896555
P17,22,gamma,8,3,30,30,100.0,L3,20.0,7,6.62270836389411,86.20689655172413,374.27282333374023,100.0,30,4.642857142857143,5.464285714285714,1.25,2.1785714285714284,58.620689655172406,58.620689655172406
P17,27,beta,9,3,30,30,100.0,R2,46.666666666666664,6,4.082557763363656,65.51724137931035,347.3705053329468,100.0,30,2.4285714285714284,2.2142857142857144,0.6071428571428571,1.5357142857142858,27.586206896551722,48.275862068965516
P18,4,beta,1,1,30,30,100.0,R2,53.333333333333336,5,3.446601368194928,68.96551724137932,458.66894721984863,100.0,30,2.6785714285714284,2.892857142857143,0.35714285714285715,1.2142857142857142,48.275862068965516,48.275862068965516
P18,6,alpha,2,1,30,30,100.0,R2,56.666666666666664,5,2.795976601289283,34.48275862068966,406.86607360839844,100.0,30,2.4642857142857144,1.4642857142857142,0.21428571428571427,0.9285714285714286,31.03448275862069,31.03448275862069
P18,9,beta,3,2,30,30,100.0,L2,53.333333333333336,2,1.9955571994469739,31.03448275862069,356.8178415298462,100.0,30,2.2142857142857144,2.357142857142857,0.0,1.4285714285714286,31.03448275862069,44.827586206896555
P18,12,gamma,4,1,30,30,100.0,R2,46.666666666666664,5,3.514044510186825,58.620689655172406,414.7770404815674,96.66666666666667,29,4.111111111111111,5.481481481481482,0.37037037037037035,1.9259259259259258,25.0,53.57142857142857
P18,19,gamma,5,2,30,30,100.0,R2,46.666666666666664,4,3.3728883157876437,65.51724137931035,413.97225856781006,93.33333333333333,28,4.884615384615385,5.269230769230769,0.38461538461538464,1.6923076923076923,44.44444444444444,59.25925925925925
P18,20,alpha,6,2,30,30,100.0,R2,53.333333333333336,5,3.4892333392398336,44.827586206896555,423.66790771484375,100.0,30,1.7857142857142858,1.5357142857142858,0.17857142857142858,1.0,27.586206896551722,34.48275862068966
P18,22,beta,7,3,30,30,100.0,R2,46.666666666666664,5,3.6717562357342715,51.724137931034484,419.30103302001953,100.0,30,2.9285714285714284,3.142857142857143,0.39285714285714285,1.25,31.03448275862069,44.827586206896555
P18,26,gamma,8,3,30,30,100.0,L3,33.333333333333336,5,3.712193376582258,75.86206896551724,403.51247787475586,100.0,30,4.035714285714286,5.035714285714286,0.5357142857142857,2.25,58.620689655172406,51.724137931034484
P18,27,alpha,9,3,30,30,100.0,R2,76.66666666666667,2,1.721632177609972,37.93103448275862,343.0006504058838,93.33333333333333,28,1.9230769230769231,1.6923076923076923,0.0,1.0384615384615385,40.74074074074074,33.33333333333333
P19,2,beta,1,1,30,30,100.0,R2,36.666666666666664,7,4.951597693224589,86.20689655172413,646.0989713668823,100.0,30,2.3214285714285716,2.2142857142857144,0.7142857142857143,1.5357142857142858,41.37931034482759,48.275862068965516
P19,11,beta,2,2,30,30,100.0,R2,43.333333333333336,5,4.1015417201729125,79.3103448275862,464.6068811416626,100.0,30,2.5,2.357142857142857,0.5357142857142857,1.4285714285714286,37.93103448275862,44.827586206896555
P19,14,alpha,3,1,30,30,100.0,L2,30.0,5,4.130851920890754,79.3103448275862,458.1935405731201,100.0,30,2.5357142857142856,1.5357142857142858,0.6428571428571429,0.9642857142857143,34.48275862068966,27.586206896551722
P19,17,alpha,4,2,30,30,100.0,R2,43.333333333333336,5,4.03211597203424,86.20689655172413,513.9909982681274,100.0,30,1.75,1.8214285714285714,0.5357142857142857,0.9642857142857143,48.275862068965516,34.48275862068966
P19,21,gamma,5,1,30,30,100.0,L3,36.666666666666664,6,4.478276433826229,79.3103448275862,482.60390758514404,100.0,30,4.142857142857143,5.428571428571429,0.8571428571428571,2.0,37.93103448275862,58.620689655172406
P19,22,alpha,6,3,30,30,100.0,R3,43.333333333333336,5,3.9142341221935197,79.3103448275862,472.21601009368896,100.0,30,2.142857142857143,1.2142857142857142,0.6071428571428571,0.8571428571428571,34.48275862068966,31.03448275862069
P19,24,beta,7,3,30,30,100.0,R2,36.666666666666664,6,4.800090160928372,89.65517241379311,454.56957817077637,100.0,30,2.7142857142857144,2.9285714285714284,0.7142857142857143,1.2857142857142858,48.275862068965516,41.37931034482759
P19,25,gamma,8,2,30,30,100.0,L3,30.0,6,4.586573773212009,79.3103448275862,505.6215524673462,100.0,30,4.821428571428571,4.714285714285714,0.75,2.0,51.724137931034484,58.620689655172406
P19,26,gamma,9,3,30,30,100.0,L3,36.666666666666664,6,4.298387858984916,86.20689655172413,453.09555530548096,100.0,30,4.857142857142857,5.642857142857143,0.7142857142857143,2.1785714285714284,65.51724137931035,55.172413793103445
P20,2,alpha,1,1,30,30,100.0,L2,26.666666666666668,7,5.866842434632822,96.55172413793103,362.87498474121094,100.0,30,1.4642857142857142,1.4642857142857142,0.75,0.9285714285714286,31.03448275862069,31.03448275862069
P20,3,alpha,2,2,30,30,100.0,L2,23.333333333333332,6,5.126886585036255,100.0,367.09535121917725,100.0,30,1.7857142857142858,1.3928571428571428,0.8571428571428571,1.0,44.827586206896555,34.48275862068966
P20,8,gamma,3,1,30,30,100.0,L4,23.333333333333332,8,7.175199923018792,93.10344827586206,518.6460018157959,100.0,30,4.035714285714286,5.035714285714286,1.5714285714285714,2.25,58.620689655172406,51.724137931034484
P20,11,gamma,4,2,30,30,100.0,L2,30.0,7,6.232373289971269,93.10344827586206,473.716139793396,100.0,30,3.9642857142857144,4.892857142857143,1.3214285714285714,2.142857142857143,55.172413793103445,55.172413793103445
P20,14,gamma,5,3,30,30,100.0,R2,20.0,8,7.458727727162197,100.0,514.0784978866577,100.0,30,4.964285714285714,5.107142857142857,1.8928571428571428,1.9285714285714286,48.275862068965516,55.172413793103445
P20,16,alpha,6,3,30,30,100.0,R3,33.333333333333336,5,4.294512145472284,89.65517241379311,417.2405004501343,100.0,30,1.9285714285714286,1.2142857142857142,0.75,0.8571428571428571,41.37931034482759,31.03448275862069
P20,17,beta,7,1,30,30,100.0,R2,36.666666666666664,6,4.940185635396887,93.10344827586206,426.48613452911377,100.0,30,2.7857142857142856,2.9642857142857144,0.8928571428571429,1.2857142857142858,44.827586206896555,44.827586206896555
P20,22,beta,8,2,30,30,100.0,R2,36.666666666666664,7,5.282125158419298,86.20689655172413,493.2669401168823,100.0,30,2.857142857142857,3.142857142857143,0.8928571428571429,1.25,37.93103448275862,44.827586206896555
P20,26,beta,9,3,30,30,100.0,R2,36.666666666666664,5,4.174683153007154,72.41379310344827,471.08542919158936,100.0,30,3.357142857142857,2.9285714285714284,0.6785714285714286,1.2857142857142858,34.48275862068966,41.37931034482759
