participant_id,condition,difficulty,trial_order,mean_rt_correct_key_ms,main_finger_accuracy,valid_event_count,included,centroid_level
P05,A,β,12,565.2553160985311,13.333333333333334,30,True,trial
P05,A,γ,13,592.3746506373087,13.333333333333334,30,True,trial
P05,B,γ,14,1187.6731077829995,96.66666666666667,30,True,trial
P05,A,β,15,545.1897621154785,33.33333333333333,30,True,trial
P05,C,γ,16,732.9068819681803,100.0,30,True,trial
P05,A,β,17,452.7398268381754,20.0,30,True,trial
P05,C,β,18,788.8158162434896,96.66666666666667,30,True,trial
P05,C,α,19,575.409976641337,100.0,30,True,trial
P05,A,γ,20,541.7346000671387,20.0,30,True,trial
P05,C,α,21,729.1286706924438,93.33333333333333,30,True,trial
P05,A,α,22,554.6317418416342,20.0,30,True,trial
P05,A,α,23,561.4293575286865,6.666666666666667,30,True,trial
P05,C,γ,24,808.1661303838093,100.0,30,True,trial
P05,B,α,25,826.7001738915076,73.33333333333333,30,True,trial
P05,B,α,26,860.1152201493582,80.0,30,True,trial
P05,C,γ,27,785.8893235524496,100.0,30,True,trial
P06,A,α,1,460.2541208267212,30.0,30,True,trial
P06,B,α,2,1134.4669500986736,96.66666666666667,30,True,trial
P06,C,γ,3,714.8908535639446,100.0,30,True,trial
P06,B,β,4,897.2330411275228,93.33333333333333,30,True,trial
P06,A,α,5,359.3822479248047,10.0,30,True,trial
P06,C,β,6,890.500275293986,100.0,30,True,trial
P06,A,γ,7,759.6617698669434,13.333333333333334,30,True,trial
P06,A,β,8,433.1645307869747,20.0,30,True,trial
P06,C,γ,9,850.5030314127604,100.0,30,True,trial
P06,C,α,10,935.7915719350179,100.0,30,True,trial
P06,C,α,11,724.4583288828533,100.0,30,True,trial
P06,B,β,12,1382.1003595987954,96.66666666666667,30,True,trial
P06,A,γ,13,551.0073661804199,16.666666666666664,30,True,trial
P06,A,β,14,431.6224892934163,20.0,30,True,trial
P06,B,γ,15,1211.894702911377,96.66666666666667,30,True,trial
P06,C,γ,16,663.2241487503052,100.0,30,True,trial
P06,C,α,17,750.943112373352,100.0,30,True,trial
P06,B,α,18,1104.8495531082153,96.66666666666667,30,True,trial
P06,A,γ,19,506.6506147384644,3.3333333333333335,30,True,trial
P06,C,β,20,671.831711133321,100.0,30,True,trial
P06,B,γ,21,1207.038982709249,86.66666666666667,30,True,trial
P06,C,β,22,891.3174629211426,100.0,30,True,trial
P06,B,α,23,815.4590447743734,96.66666666666667,30,True,trial
P06,B,γ,24,1031.013043721517,96.66666666666667,30,True,trial
P06,B,β,25,934.3656142552693,100.0,30,True,trial
P06,A,β,26,366.6759093602499,13.333333333333334,30,True,trial
P06,A,α,27,472.77668317159015,26.666666666666668,30,True,trial
P07,C,α,1,972.6436138153076,83.33333333333334,30,True,trial
P07,B,α,2,956.9301048914591,96.66666666666667,30,True,trial
P07,B,β,3,813.9209906260173,100.0,30,True,trial
P07,A,β,4,457.35904266094343,20.0,30,True,trial
P07,B,γ,5,981.7495028177897,93.33333333333333,30,True,trial
P07,B,α,6,976.2665828069051,100.0,30,True,trial
P07,C,β,7,876.5154600143433,96.66666666666667,30,True,trial
P07,B,γ,8,917.5469636917114,100.0,30,True,trial
P07,A,β,9,490.3996467590332,20.0,30,True,trial
P07,B,α,10,789.7416273752849,100.0,30,True,trial
P07,C,α,11,853.4084876378378,96.66666666666667,30,True,trial
P07,C,γ,12,838.1993532180786,100.0,30,True,trial
P07,B,γ,13,894.610587755839,100.0,30,True,trial
P07,C,β,14,710.2896213531494,100.0,30,True,trial
P07,A,α,15,441.5764570236206,16.666666666666664,30,True,trial
P07,A,α,16,433.43615531921387,13.333333333333334,30,True,trial
P07,B,β,17,798.2904036839803,96.66666666666667,30,True,trial
P07,A,γ,18,487.0708465576172,23.333333333333332,30,True,trial
P07,C,β,19,747.6381619771322,93.33333333333333,30,True,trial
P07,A,α,20,397.7028528849284,26.666666666666668,30,True,trial
P07,A,β,21,413.5214567184448,16.666666666666664,30,True,trial
P07,C,α,22,745.4088052113851,100.0,30,True,trial
P07,A,γ,23,495.7862064756196,13.333333333333334,30,True,trial
P07,B,β,24,829.0019830067953,96.66666666666667,30,True,trial
P07,C,γ,25,767.8192648394354,96.66666666666667,30,True,trial
P07,A,γ,26,436.8244330088297,26.666666666666668,30,True,trial
P07,C,γ,27,952.6287953058878,93.33333333333333,30,True,trial
P08,B,γ,1,1687.0772412845067,76.66666666666667,30,True,trial
P08,A,γ,2,1175.7115523020427,10.0,30,True,trial
P08,C,β,3,885.0536108016968,93.33333333333333,30,True,trial
P08,B,α,4,1228.7428696950278,96.66666666666667,30,True,trial
P08,B,β,5,1309.3425273895264,86.66666666666667,30,True,trial
P08,A,β,6,644.2570357487119,26.666666666666668,30,True,trial
P08,A,β,7,600.8516947428385,30.0,30,True,trial
P08,B,β,8,1063.976001739502,90.0,30,True,trial
P08,C,α,9,740.1425202687582,96.66666666666667,30,True,trial
P08,C,γ,10,766.5321985880535,93.33333333333333,30,True,trial
P08,A,α,11,525.5747477213541,26.666666666666668,30,True,trial
P08,A,γ,12,630.7522296905518,3.3333333333333335,30,True,trial
P08,B,α,13,1045.7573572794597,90.0,30,True,trial
P08,A,α,14,540.3322458267212,23.333333333333332,30,True,trial
P08,B,γ,15,1013.6039813359579,70.0,30,True,trial
P08,A,γ,16,583.3962043126423,23.333333333333332,30,True,trial
P08,C,γ,17,728.1787792841593,83.33333333333334,30,True,trial
P08,B,γ,18,1104.2648235956826,83.33333333333334,30,True,trial
P08,C,β,19,743.5106754302979,93.33333333333333,30,True,trial
P08,B,β,20,1064.34166431427,80.0,30,True,trial
P08,A,β,21,509.8471959431966,36.666666666666664,30,True,trial
P08,C,α,22,567.2500610351562,90.0,30,True,trial
P08,C,β,23,635.3700002034504,100.0,30,True,trial
P08,B,α,24,934.9428097407023,80.0,30,True,trial
P08,C,γ,25,711.2384955088298,83.33333333333334,30,True,trial
P08,A,α,26,445.4104344050089,20.0,30,True,trial
P08,C,α,27,652.7091185251873,80.0,30,True,trial
