condition,target_finger,n,n_judged,fa,rt_s
A,L5,21,21,0.047619047619047616,0.4938888209206717
A,L4,29,29,0.13793103448275862,0.4407849147402007
A,L3,25,25,0.2,0.43628729820251466
A,L2,35,35,0.37142857142857144,0.5021096502031599
A,L1,23,23,0.0,0.46270658658898395
A,R1,26,26,0.0,0.4811176795225877
A,R2,31,31,0.5483870967741935,0.5156098104292347
A,R3,36,36,0.16666666666666669,0.4520107044114007
A,R4,22,22,0.09090909090909091,0.46883687106045807
A,R5,20,20,0.05,0.5275025963783264
B,L5,28,28,1.0,1.0358352065086365
B,L4,29,29,0.9310344827586207,0.9989035047333816
B,L3,32,32,0.96875,1.022229827940464
B,L2,33,33,1.0,0.8478463201811819
B,L1,15,15,1.0,0.9628307978312175
B,R1,19,19,1.0,0.8267379058034796
B,R2,32,32,1.0,0.8064450621604919
B,R3,27,27,1.0,1.019684252915559
B,R4,29,29,0.9655172413793103,0.9837547170704809
B,R5,26,26,0.8076923076923077,0.9778139407818134
C,L5,22,22,0.9545454545454546,0.9549665776166049
C,L4,24,24,0.9583333333333333,0.782065361738205
C,L3,35,35,1.0,0.7492869853973388
C,L2,34,34,1.0,0.6767577984753776
C,L1,24,24,1.0,0.9258355498313904
C,R1,18,18,0.9444444444444444,0.7020495467715793
C,R2,29,29,1.0,0.5833266767962225
C,R3,29,29,1.0,0.7031519988487507
C,R4,30,30,1.0,0.8021323124567667
C,R5,25,25,0.96,0.8910284805297851
